# Start of simulation: Mon Mar 21 16:45:34 2016
beta,acc,obs
0.1,0.547275,6.13455
0.1,0.545945,6.09669
0.1,0.54936,6.12023
0.104,0.547105,6.12478
0.104,0.546535,6.12565
0.104,0.54505,6.12212
0.10816,0.542375,6.11913
0.10816,0.54203,6.1104
0.10816,0.54477,6.13772
0.112486,0.541905,6.12109
0.112486,0.539975,6.11936
0.112486,0.5428,6.11816
0.116986,0.541255,6.12191
0.116986,0.541285,6.11601
0.116986,0.53905,6.10927
0.121665,0.54065,6.11369
0.121665,0.53791,6.12854
0.121665,0.537765,6.12769
0.126532,0.537095,6.11839
0.126532,0.53513,6.11359
0.126532,0.53527,6.13592
0.131593,0.53613,6.14032
0.131593,0.533275,6.10665
0.131593,0.533975,6.13083
0.136857,0.53495,6.14147
0.136857,0.533315,6.13284
0.136857,0.533015,6.14
0.142331,0.530735,6.09805
0.142331,0.529805,6.12884
0.142331,0.531115,6.10392
0.148024,0.53048,6.1308
0.148024,0.530985,6.14076
0.148024,0.52991,6.13315
0.153945,0.529915,6.12581
0.153945,0.527475,6.13769
0.153945,0.52711,6.12656
0.160103,0.526445,6.15808
0.160103,0.52292,6.10848
0.160103,0.524645,6.1289
0.166507,0.524725,6.11922
0.166507,0.523525,6.12324
0.166507,0.52365,6.12817
0.173168,0.522205,6.1159
0.173168,0.525165,6.14163
0.173168,0.52192,6.11336
0.180094,0.52144,6.1232
0.180094,0.5205,6.13755
0.180094,0.52084,6.12154
0.187298,0.51952,6.14363
0.187298,0.518285,6.12035
0.187298,0.51911,6.12518
0.19479,0.51653,6.12248
0.19479,0.51808,6.14496
0.19479,0.51801,6.13394
0.202582,0.5155,6.11911
0.202582,0.51268,6.12612
0.202582,0.514695,6.13368
0.210685,0.5118,6.13029
0.210685,0.51142,6.13605
0.210685,0.51323,6.14681
0.219112,0.508645,6.11388
0.219112,0.511795,6.11403
0.219112,0.50987,6.12226
0.227877,0.511105,6.14115
0.227877,0.50807,6.12103
0.227877,0.508285,6.12672
0.236992,0.507255,6.14259
0.236992,0.508495,6.13242
0.236992,0.50611,6.13338
0.246472,0.50679,6.14165
0.246472,0.50416,6.14485
0.246472,0.50497,6.12165
0.25633,0.504805,6.13994
0.25633,0.50273,6.13675
0.25633,0.50207,6.12493
0.266584,0.500675,6.12942
0.266584,0.502815,6.14304
0.266584,0.50099,6.12513
0.277247,0.49851,6.1243
0.277247,0.49873,6.13083
0.277247,0.500165,6.14882
0.288337,0.49734,6.11452
0.288337,0.4962,6.11074
0.288337,0.497155,6.15746
0.29987,0.493045,6.11037
0.29987,0.498465,6.14164
0.29987,0.49797,6.14272
0.311865,0.495355,6.14234
0.311865,0.49734,6.14189
0.311865,0.49261,6.12941
0.32434,0.49324,6.13357
0.32434,0.488825,6.13059
0.32434,0.49022,6.14031
0.337313,0.49141,6.15152
0.337313,0.490755,6.13052
0.337313,0.490305,6.14669
0.350806,0.487935,6.14846
0.350806,0.49013,6.13606
0.350806,0.48908,6.1386
0.364838,0.483665,6.12641
0.364838,0.487105,6.13737
0.364838,0.486575,6.13198
0.379432,0.484225,6.13306
0.379432,0.48424,6.128
0.379432,0.484045,6.12493
0.394609,0.48255,6.14234
0.394609,0.48223,6.13182
0.394609,0.481435,6.13262
0.410393,0.480845,6.15095
0.410393,0.482435,6.13782
0.410393,0.478275,6.12552
0.426809,0.481375,6.12715
0.426809,0.47883,6.12496
0.426809,0.479185,6.1426
0.443881,0.47533,6.1326
0.443881,0.4773,6.15778
0.443881,0.47439,6.11343
0.461637,0.475085,6.12565
0.461637,0.476765,6.14893
0.461637,0.475145,6.14313
0.480102,0.47371,6.13838
0.480102,0.47049,6.12894
0.480102,0.47201,6.13837
0.499306,0.47129,6.14371
0.499306,0.467925,6.13859
0.499306,0.46911,6.13394
0.519278,0.46694,6.10974
0.519278,0.4676,6.13619
0.519278,0.46602,6.12561
0.54005,0.467025,6.13266
0.54005,0.46226,6.1123
0.54005,0.46763,6.15359
0.561652,0.46477,6.14249
0.561652,0.462025,6.1041
0.561652,0.46204,6.13086
0.584118,0.46254,6.13527
0.584118,0.46093,6.12022
0.584118,0.458865,6.11786
0.607482,0.458365,6.12675
0.607482,0.457815,6.1401
0.607482,0.45881,6.1257
0.631782,0.45851,6.12143
0.631782,0.460575,6.14367
0.631782,0.45841,6.13875
0.657053,0.45401,6.13395
0.657053,0.45282,6.11151
0.657053,0.455755,6.12513
0.683335,0.4541,6.14487
0.683335,0.453675,6.11695
0.683335,0.451415,6.14785
0.710668,0.451125,6.12816
0.710668,0.449105,6.12537
0.710668,0.450695,6.13437
0.739095,0.44707,6.10098
0.739095,0.44643,6.10766
0.739095,0.447355,6.12462
0.768659,0.446975,6.13633
0.768659,0.44674,6.14702
0.768659,0.44531,6.12114
0.799405,0.444975,6.13493
0.799405,0.44255,6.10792
0.799405,0.44349,6.14039
0.831381,0.441275,6.10126
0.831381,0.438245,6.11614
0.831381,0.441165,6.10144
0.864637,0.43978,6.11498
0.864637,0.439555,6.13375
0.864637,0.43865,6.11155
0.899222,0.43675,6.0994
0.899222,0.43816,6.1196
0.899222,0.438055,6.13001
0.935191,0.43336,6.11552
0.935191,0.432995,6.1232
0.935191,0.43546,6.12118
0.972599,0.43267,6.12118
0.972599,0.42996,6.10789
0.972599,0.43049,6.12456
1.0115,0.428215,6.11148
1.0115,0.42834,6.11914
1.0115,0.43007,6.11379
1.05196,0.427155,6.11293
1.05196,0.426045,6.12338
1.05196,0.42711,6.1069
1.09404,0.42568,6.11198
1.09404,0.420055,6.09026
1.09404,0.42493,6.10901
1.1378,0.42384,6.12598
1.1378,0.42216,6.10407
1.1378,0.42122,6.10081
1.18332,0.420975,6.12647
1.18332,0.41803,6.09864
1.18332,0.42055,6.12295
1.23065,0.41724,6.0767
1.23065,0.41787,6.10278
1.23065,0.417705,6.09956
1.27987,0.416415,6.11138
1.27987,0.41501,6.08878
1.27987,0.413915,6.08382
1.33107,0.41225,6.10135
1.33107,0.41292,6.09611
1.33107,0.41354,6.08644
1.38431,0.412525,6.09542
1.38431,0.41113,6.07915
1.38431,0.41177,6.07616
1.43968,0.40648,6.07221
1.43968,0.407525,6.07265
1.43968,0.412115,6.11222
1.49727,0.405675,6.07745
1.49727,0.4063,6.08098
1.49727,0.405405,6.0884
1.55716,0.404505,6.0685
1.55716,0.404825,6.09815
1.55716,0.405415,6.07735
1.61945,0.399415,6.07797
1.61945,0.399395,6.08252
1.61945,0.39937,6.07259
1.68423,0.39834,6.09689
1.68423,0.39961,6.07203
1.68423,0.398225,6.06321
1.7516,0.39621,6.06469
1.7516,0.394925,6.0472
1.7516,0.39302,6.07908
1.82166,0.39419,6.05272
1.82166,0.39159,6.04946
1.82166,0.39674,6.0942
1.89453,0.389095,6.06071
1.89453,0.388255,6.05846
1.89453,0.391065,6.0287
1.97031,0.387535,6.05502
1.97031,0.388415,6.03989
1.97031,0.38814,6.05964
2.04912,0.384095,6.03219
2.04912,0.38649,6.08159
2.04912,0.38059,6.02168
2.13108,0.382515,6.05841
2.13108,0.38038,6.03354
2.13108,0.382745,6.0291
2.21633,0.37658,5.98964
2.21633,0.378795,6.03434
2.21633,0.379115,6.03626
2.30498,0.37603,6.06795
2.30498,0.375175,6.03617
2.30498,0.37498,6.02606
2.39718,0.375565,6.06099
2.39718,0.372255,5.99367
2.39718,0.374255,6.01695
2.49307,0.370865,6.03888
2.49307,0.367905,5.99496
2.49307,0.37073,6.01604
2.59279,0.365875,5.99008
2.59279,0.365385,5.99551
2.59279,0.365205,6.00364
2.6965,0.35983,5.95216
2.6965,0.36272,5.9977
2.6965,0.363635,5.99858
2.80436,0.3553,5.93565
2.80436,0.359415,5.97262
2.80436,0.356095,5.95033
2.91653,0.355345,5.96713
2.91653,0.35541,5.96601
2.91653,0.355275,5.96597
3.0332,0.351105,5.8857
3.0332,0.351435,5.95783
3.0332,0.35548,5.96931
3.15452,0.345475,5.91906
3.15452,0.34946,5.93227
3.15452,0.34769,5.9185
3.28071,0.345875,5.92096
3.28071,0.343305,5.93536
3.28071,0.34846,5.97156
3.41193,0.340575,5.95596
3.41193,0.34085,5.93939
3.41193,0.34076,5.9122
3.54841,0.334775,5.87833
3.54841,0.33463,5.88595
3.54841,0.33724,5.88229
3.69035,0.331025,5.89366
3.69035,0.336045,5.90346
3.69035,0.33435,5.93931
3.83796,0.32932,5.89814
3.83796,0.33024,5.87791
3.83796,0.331045,5.86353
3.99148,0.31825,5.7892
