# Start of simulation: Mon Mar 21 18:59:12 2016
beta,acc,obs
0.1,0.54812,6.12499
0.1,0.54841,6.11543
0.1,0.547645,6.12443
0.104,0.54626,6.12157
0.104,0.54751,6.12659
0.104,0.543175,6.10976
0.10816,0.543605,6.1108
0.10816,0.543925,6.11699
0.10816,0.546705,6.1198
0.112486,0.542075,6.11959
0.112486,0.54056,6.12403
0.112486,0.54005,6.10379
0.116986,0.53727,6.11421
0.116986,0.537805,6.09663
0.116986,0.538345,6.10686
0.121665,0.53834,6.10611
0.121665,0.53917,6.11716
0.121665,0.53945,6.11553
0.126532,0.53657,6.1193
0.126532,0.53582,6.13321
0.126532,0.53862,6.12113
0.131593,0.5348,6.12528
0.131593,0.53527,6.12937
0.131593,0.533885,6.11062
0.136857,0.531915,6.11356
0.136857,0.532725,6.13051
0.136857,0.533615,6.12285
0.142331,0.53198,6.14641
0.142331,0.528445,6.11666
0.142331,0.53077,6.10729
0.148024,0.527185,6.11436
0.148024,0.529995,6.13891
0.148024,0.52896,6.13413
0.153945,0.52618,6.10392
0.153945,0.527415,6.13621
0.153945,0.526505,6.11763
0.160103,0.524435,6.11903
0.160103,0.523905,6.1293
0.160103,0.524065,6.12419
0.166507,0.52202,6.12499
0.166507,0.52428,6.13129
0.166507,0.525385,6.13348
0.173168,0.520585,6.13405
0.173168,0.52176,6.13409
0.173168,0.521415,6.13763
0.180094,0.521635,6.11765
0.180094,0.52114,6.1358
0.180094,0.51993,6.13586
0.187298,0.518725,6.13265
0.187298,0.517615,6.10582
0.187298,0.516995,6.12967
0.19479,0.517185,6.13321
0.19479,0.51449,6.10248
0.19479,0.517395,6.13858
0.202582,0.51496,6.14013
0.202582,0.515585,6.13351
0.202582,0.516005,6.14169
0.210685,0.515215,6.15973
0.210685,0.51282,6.11665
0.210685,0.51519,6.16507
0.219112,0.51074,6.12462
0.219112,0.512665,6.14027
0.219112,0.510405,6.11366
0.227877,0.50818,6.11446
0.227877,0.508425,6.14608
0.227877,0.50781,6.12571
0.236992,0.5094,6.13215
0.236992,0.507475,6.11997
0.236992,0.50607,6.11974
0.246472,0.504565,6.13596
0.246472,0.50676,6.14583
0.246472,0.50514,6.12028
0.25633,0.50327,6.12405
0.25633,0.5051,6.15363
0.25633,0.50302,6.12659
0.266584,0.50084,6.12487
0.266584,0.50421,6.13213
0.266584,0.50245,6.13848
0.277247,0.4989,6.15041
0.277247,0.501375,6.15209
0.277247,0.500985,6.13627
0.288337,0.49644,6.13512
0.288337,0.4986,6.14044
0.288337,0.49913,6.1364
0.29987,0.497225,6.14864
0.29987,0.495335,6.12491
0.29987,0.49636,6.12522
0.311865,0.49354,6.13545
0.311865,0.492175,6.13845
0.311865,0.495705,6.14088
0.32434,0.491945,6.14829
0.32434,0.49164,6.12132
0.32434,0.49364,6.1404
0.337313,0.489625,6.13061
0.337313,0.492205,6.17991
0.337313,0.491655,6.13536
0.350806,0.49151,6.13055
0.350806,0.490655,6.15641
0.350806,0.486345,6.13512
0.364838,0.487115,6.13642
0.364838,0.48807,6.14453
0.364838,0.485815,6.14461
0.379432,0.48569,6.13477
0.379432,0.48447,6.12355
0.379432,0.48694,6.14972
0.394609,0.48281,6.13778
0.394609,0.48563,6.15214
0.394609,0.48288,6.13596
0.410393,0.48115,6.12633
0.410393,0.480975,6.13941
0.410393,0.477965,6.11993
0.426809,0.475985,6.1208
0.426809,0.48002,6.11682
0.426809,0.48098,6.13924
0.443881,0.47667,6.15554
0.443881,0.476755,6.14332
0.443881,0.475955,6.14112
0.461637,0.47424,6.11294
0.461637,0.47279,6.12894
0.461637,0.4765,6.16066
0.480102,0.470945,6.13129
0.480102,0.470715,6.12219
0.480102,0.470235,6.12261
0.499306,0.46832,6.12186
0.499306,0.47005,6.10419
0.499306,0.471245,6.14521
0.519278,0.468315,6.13751
0.519278,0.468095,6.12476
0.519278,0.469075,6.13945
0.54005,0.46417,6.11362
0.54005,0.46719,6.13607
0.54005,0.46805,6.13913
0.561652,0.465095,6.15239
0.561652,0.46434,6.14077
0.561652,0.46222,6.12369
0.584118,0.46034,6.11522
0.584118,0.460815,6.13192
0.584118,0.460685,6.14838
0.607482,0.459745,6.13113
0.607482,0.46171,6.14002
0.607482,0.4582,6.13722
0.631782,0.457885,6.1358
0.631782,0.457675,6.12888
0.631782,0.458225,6.14274
0.657053,0.455565,6.13288
0.657053,0.45778,6.1405
0.657053,0.458605,6.15001
0.683335,0.45488,6.11864
0.683335,0.454055,6.12734
0.683335,0.45269,6.14186
0.710668,0.451525,6.12329
0.710668,0.447095,6.10265
0.710668,0.450755,6.13027
0.739095,0.447475,6.14115
0.739095,0.44915,6.12716
0.739095,0.447155,6.11647
0.768659,0.444585,6.09654
0.768659,0.444935,6.11631
0.768659,0.449165,6.12914
0.799405,0.442065,6.10186
0.799405,0.44469,6.14353
0.799405,0.44327,6.1173
0.831381,0.441835,6.10844
0.831381,0.44325,6.1581
0.831381,0.44237,6.12743
0.864637,0.44163,6.13517
0.864637,0.43748,6.09479
0.864637,0.43819,6.11264
0.899222,0.43552,6.1186
0.899222,0.43646,6.11849
0.899222,0.43461,6.11505
0.935191,0.432935,6.11725
0.935191,0.43422,6.11501
0.935191,0.432,6.11688
0.972599,0.432615,6.11618
0.972599,0.432025,6.13058
0.972599,0.43116,6.1366
1.0115,0.4289,6.11518
1.0115,0.427655,6.12105
1.0115,0.427955,6.11518
1.05196,0.426215,6.11445
1.05196,0.430135,6.12595
1.05196,0.425645,6.11905
1.09404,0.424755,6.14008
1.09404,0.426245,6.10723
1.09404,0.424205,6.12264
1.1378,0.420675,6.11028
1.1378,0.42541,6.11067
1.1378,0.424175,6.10529
1.18332,0.42064,6.13069
1.18332,0.417715,6.0824
1.18332,0.42253,6.13348
1.23065,0.417725,6.10254
1.23065,0.4202,6.11872
1.23065,0.41421,6.07713
