# Start of simulation: Mon Mar 21 19:14:49 2016
beta,acc,obs
0.1,0.54574,6.11976
0.1,0.547485,6.08874
0.1,0.54747,6.15066
0.1,0.546155,6.11287
0.1,0.546,6.11744
0.1,0.54744,6.09739
0.1,0.546945,6.09696
0.1,0.54718,6.11359
0.1,0.544865,6.10882
0.1,0.548415,6.10114
0.1,0.54484,6.10973
0.1,0.54866,6.12463
0.1,0.546685,6.12687
0.1,0.54728,6.10814
0.1,0.54701,6.11986
0.104,0.547635,6.12875
0.104,0.544255,6.11075
0.104,0.549195,6.12149
0.104,0.54637,6.11853
0.104,0.547195,6.12046
0.104,0.54543,6.14048
0.104,0.546115,6.12869
0.104,0.54586,6.11658
0.104,0.548755,6.1315
0.104,0.543355,6.08698
0.104,0.547795,6.12758
0.104,0.546635,6.12227
0.104,0.54708,6.12212
0.104,0.545165,6.1023
0.104,0.547395,6.12147
0.10816,0.544035,6.12195
0.10816,0.544115,6.11182
0.10816,0.545235,6.11784
0.10816,0.544185,6.12768
0.10816,0.54265,6.1126
0.10816,0.54367,6.10367
0.10816,0.542815,6.10919
0.10816,0.54252,6.11575
0.10816,0.543145,6.1147
0.10816,0.54371,6.12439
0.10816,0.54147,6.10167
0.10816,0.541775,6.10107
0.10816,0.5451,6.10469
0.10816,0.54367,6.12528
0.10816,0.54567,6.14291
0.112486,0.542065,6.13852
0.112486,0.54123,6.11656
0.112486,0.542815,6.10264
0.112486,0.54113,6.11152
0.112486,0.541595,6.13007
0.112486,0.541415,6.12416
0.112486,0.54127,6.11385
0.112486,0.54289,6.11546
0.112486,0.539965,6.12928
0.112486,0.54388,6.12447
0.112486,0.54184,6.11127
0.112486,0.541385,6.11551
0.112486,0.54119,6.11845
0.112486,0.541955,6.12349
0.112486,0.543515,6.14292
0.116986,0.53856,6.11283
0.116986,0.5398,6.12699
0.116986,0.54015,6.09674
0.116986,0.538635,6.12309
0.116986,0.53995,6.11446
0.116986,0.54036,6.11976
0.116986,0.54198,6.14567
0.116986,0.53922,6.14572
0.116986,0.54269,6.12839
0.116986,0.543685,6.11873
0.116986,0.538035,6.10587
0.116986,0.54062,6.11151
0.116986,0.539205,6.11976
0.116986,0.538795,6.11023
0.116986,0.540255,6.12105
0.121665,0.536175,6.10836
0.121665,0.54148,6.12528
0.121665,0.536665,6.1214
0.121665,0.539625,6.10492
0.121665,0.538,6.09859
0.121665,0.539575,6.11818
0.121665,0.537995,6.13204
0.121665,0.539685,6.1047
0.121665,0.53729,6.10315
0.121665,0.538425,6.11602
0.121665,0.537905,6.10654
0.121665,0.5361,6.10731
0.121665,0.53953,6.13147
0.121665,0.536845,6.09682
0.121665,0.538285,6.1116
0.126532,0.53713,6.12736
0.126532,0.534315,6.11552
0.126532,0.536905,6.1347
0.126532,0.53441,6.12183
0.126532,0.539075,6.13701
0.126532,0.535525,6.11946
0.126532,0.5357,6.15273
0.126532,0.53967,6.13111
0.126532,0.53614,6.123
0.126532,0.535985,6.10853
0.126532,0.53783,6.1232
0.126532,0.53684,6.13138
0.126532,0.536435,6.12495
0.126532,0.53639,6.12408
0.126532,0.53804,6.13236
0.131593,0.533885,6.13382
0.131593,0.53304,6.12559
0.131593,0.53568,6.12084
0.131593,0.535805,6.11719
0.131593,0.534745,6.12452
0.131593,0.53366,6.13258
0.131593,0.536265,6.1415
0.131593,0.53578,6.13631
0.131593,0.533365,6.10952
0.131593,0.53658,6.13403
0.131593,0.53528,6.13392
0.131593,0.535205,6.11686
0.131593,0.53547,6.12026
0.131593,0.533555,6.11503
0.131593,0.53733,6.12193
0.136857,0.53352,6.13206
0.136857,0.531865,6.12654
0.136857,0.53323,6.13772
0.136857,0.53275,6.12315
0.136857,0.532495,6.11908
0.136857,0.532415,6.13331
0.136857,0.53559,6.14277
0.136857,0.532045,6.12064
0.136857,0.53227,6.11869
0.136857,0.53252,6.10513
0.136857,0.532675,6.12426
0.136857,0.53271,6.13375
0.136857,0.533245,6.12723
0.136857,0.53211,6.12065
0.136857,0.531965,6.12863
0.142331,0.53157,6.14041
0.142331,0.531365,6.13238
0.142331,0.532535,6.13769
0.142331,0.531845,6.12433
0.142331,0.533225,6.13769
0.142331,0.531545,6.12859
0.142331,0.52932,6.1212
0.142331,0.52986,6.11236
0.142331,0.532425,6.14148
0.142331,0.53032,6.13077
0.142331,0.531385,6.13716
0.142331,0.532955,6.12112
0.142331,0.532525,6.14879
0.142331,0.531135,6.12898
0.142331,0.529055,6.1301
0.148024,0.52901,6.13724
0.148024,0.529495,6.12893
0.148024,0.532345,6.13668
0.148024,0.52897,6.12307
0.148024,0.527585,6.11859
0.148024,0.530845,6.12642
0.148024,0.52918,6.11028
0.148024,0.530785,6.13758
0.148024,0.5295,6.11306
0.148024,0.530985,6.13434
0.148024,0.53035,6.11863
0.148024,0.530225,6.13428
0.148024,0.527935,6.13474
0.148024,0.532155,6.14206
0.148024,0.529535,6.12372
0.153945,0.52679,6.11052
0.153945,0.52911,6.13332
0.153945,0.530045,6.13641
0.153945,0.52914,6.11576
0.153945,0.52774,6.13225
0.153945,0.52757,6.12885
0.153945,0.52488,6.12846
0.153945,0.527395,6.11083
0.153945,0.52633,6.11402
0.153945,0.52886,6.14809
0.153945,0.52858,6.12869
0.153945,0.5298,6.13241
0.153945,0.52582,6.13251
0.153945,0.52825,6.1319
0.153945,0.524595,6.11684
0.160103,0.52585,6.127
0.160103,0.52615,6.12385
0.160103,0.52734,6.14844
0.160103,0.52282,6.11246
0.160103,0.523185,6.11592
0.160103,0.52877,6.11855
0.160103,0.526815,6.15559
0.160103,0.52693,6.13153
0.160103,0.525625,6.11922
0.160103,0.52551,6.13304
0.160103,0.52516,6.11469
0.160103,0.52655,6.14245
0.160103,0.525775,6.11766
0.160103,0.525285,6.12696
0.160103,0.52365,6.09592
0.166507,0.525345,6.11996
0.166507,0.522495,6.12751
0.166507,0.52603,6.14348
0.166507,0.523705,6.13124
0.166507,0.525085,6.13224
0.166507,0.52484,6.11962
0.166507,0.525545,6.12428
0.166507,0.524385,6.11635
0.166507,0.523785,6.11834
0.166507,0.52465,6.13376
0.166507,0.524365,6.10585
0.166507,0.523845,6.1258
0.166507,0.52469,6.14352
0.166507,0.52565,6.12742
0.166507,0.524135,6.12762
0.173168,0.521745,6.12066
0.173168,0.52261,6.11029
0.173168,0.521975,6.11593
0.173168,0.522445,6.14204
0.173168,0.52101,6.11198
0.173168,0.521225,6.1196
0.173168,0.523485,6.14521
0.173168,0.520855,6.13145
0.173168,0.52213,6.13139
0.173168,0.524855,6.14626
0.173168,0.52061,6.09173
0.173168,0.52403,6.13502
0.173168,0.519605,6.11068
0.173168,0.522785,6.13155
0.173168,0.522315,6.14581
0.180094,0.52122,6.12962
0.180094,0.521785,6.13652
0.180094,0.521365,6.12694
0.180094,0.5224,6.15019
0.180094,0.518765,6.11691
0.180094,0.520375,6.12834
0.180094,0.52209,6.13411
0.180094,0.522675,6.14294
0.180094,0.520365,6.12417
0.180094,0.5199,6.11138
0.180094,0.522495,6.13912
0.180094,0.52091,6.1261
0.180094,0.51974,6.11049
0.180094,0.519065,6.14071
0.180094,0.520455,6.13249
0.187298,0.51921,6.1203
0.187298,0.51966,6.13358
0.187298,0.519255,6.10354
0.187298,0.51857,6.14134
0.187298,0.51865,6.13869
0.187298,0.51995,6.12927
0.187298,0.517355,6.12874
0.187298,0.519795,6.12657
0.187298,0.519675,6.1402
0.187298,0.52234,6.13681
0.187298,0.51723,6.14147
0.187298,0.518385,6.13065
0.187298,0.51827,6.12594
0.187298,0.517775,6.11648
0.187298,0.51769,6.13804
0.19479,0.515575,6.13943
0.19479,0.51665,6.12526
0.19479,0.517545,6.13379
0.19479,0.514715,6.10328
0.19479,0.51942,6.13826
0.19479,0.51699,6.13454
0.19479,0.517535,6.12344
0.19479,0.517975,6.13352
0.19479,0.520005,6.12973
0.19479,0.51647,6.13226
0.19479,0.517215,6.14598
0.19479,0.515925,6.12699
0.19479,0.51362,6.11431
0.19479,0.51813,6.15263
0.19479,0.519175,6.16382
0.202582,0.514725,6.14169
0.202582,0.516235,6.15471
0.202582,0.51546,6.12945
0.202582,0.516515,6.15122
0.202582,0.515555,6.12644
0.202582,0.514625,6.12635
0.202582,0.513155,6.12083
0.202582,0.51313,6.1237
0.202582,0.51326,6.12819
0.202582,0.51402,6.13856
0.202582,0.51469,6.10794
0.202582,0.5147,6.13048
0.202582,0.514505,6.12381
0.202582,0.514365,6.12835
0.202582,0.515195,6.12394
0.210685,0.512515,6.12564
0.210685,0.51386,6.14419
0.210685,0.51103,6.14729
0.210685,0.51383,6.14554
0.210685,0.512835,6.15609
0.210685,0.5161,6.15363
0.210685,0.51254,6.14443
0.210685,0.51193,6.1375
0.210685,0.51346,6.1315
0.210685,0.511905,6.13847
0.210685,0.5133,6.14857
0.210685,0.514585,6.12785
0.210685,0.513375,6.12147
0.210685,0.51421,6.14005
0.210685,0.513445,6.12909
0.219112,0.512405,6.15423
0.219112,0.51253,6.14896
0.219112,0.51113,6.12357
0.219112,0.51061,6.1568
0.219112,0.512105,6.12569
0.219112,0.509105,6.12336
0.219112,0.511385,6.15043
0.219112,0.51177,6.15144
0.219112,0.50896,6.12064
0.219112,0.513805,6.15099
0.219112,0.510785,6.11661
0.219112,0.511525,6.14186
0.219112,0.509695,6.11381
0.219112,0.51062,6.1208
0.219112,0.51106,6.12155
0.227877,0.50876,6.14507
0.227877,0.509245,6.13441
0.227877,0.508955,6.12386
0.227877,0.506935,6.10745
0.227877,0.508635,6.13311
0.227877,0.508435,6.12787
0.227877,0.51094,6.14472
0.227877,0.51113,6.15243
0.227877,0.50859,6.11983
0.227877,0.509615,6.12728
0.227877,0.510045,6.15725
0.227877,0.510505,6.13693
0.227877,0.509215,6.14797
0.227877,0.50502,6.12222
0.227877,0.507605,6.11709
0.236992,0.507625,6.14802
0.236992,0.51027,6.12982
0.236992,0.509075,6.15496
0.236992,0.507055,6.14593
0.236992,0.50899,6.13923
0.236992,0.506815,6.11112
0.236992,0.5051,6.13733
0.236992,0.505325,6.12345
0.236992,0.508495,6.14076
0.236992,0.505605,6.11892
0.236992,0.507835,6.11263
0.236992,0.51126,6.14909
0.236992,0.5076,6.12993
0.236992,0.50897,6.14665
0.236992,0.506625,6.11936
0.246472,0.505155,6.13017
