# Start of simulation: Mon Mar 21 18:42:34 2016
beta,acc,obs
0.1,0.549635,6.12967
0.1,0.54657,6.09112
0.1,0.547955,6.11195
0.104,0.54589,6.1257
0.104,0.545325,6.10504
0.104,0.54377,6.11008
0.10816,0.546975,6.13378
0.10816,0.5451,6.12599
0.10816,0.545015,6.12894
0.112486,0.54168,6.11725
0.112486,0.538615,6.11238
0.112486,0.542145,6.11683
0.116986,0.53897,6.14193
0.116986,0.541545,6.10224
0.116986,0.540035,6.09702
0.121665,0.539815,6.13073
0.121665,0.541015,6.14428
0.121665,0.535525,6.08885
0.126532,0.537755,6.1235
0.126532,0.5385,6.11634
0.126532,0.53648,6.14617
0.131593,0.53303,6.10591
0.131593,0.534175,6.12405
0.131593,0.53663,6.12565
0.136857,0.53609,6.14149
0.136857,0.533785,6.12581
0.136857,0.532805,6.13841
0.142331,0.531645,6.11703
0.142331,0.531935,6.10326
0.142331,0.53123,6.11182
0.148024,0.53085,6.13774
0.148024,0.52968,6.09885
0.148024,0.52809,6.10677
0.153945,0.52912,6.12989
0.153945,0.5262,6.09489
0.153945,0.527195,6.12727
0.160103,0.52449,6.1379
0.160103,0.524085,6.12324
0.160103,0.526185,6.14235
0.166507,0.52391,6.12911
0.166507,0.524195,6.14713
0.166507,0.52287,6.1437
0.173168,0.52344,6.13782
0.173168,0.524285,6.13865
0.173168,0.524975,6.13729
0.180094,0.520135,6.13857
0.180094,0.51939,6.14036
0.180094,0.521845,6.12239
0.187298,0.51624,6.12987
0.187298,0.518,6.12559
0.187298,0.518945,6.13525
0.19479,0.518065,6.13242
0.19479,0.51812,6.15184
0.19479,0.514455,6.13051
0.202582,0.513245,6.1362
0.202582,0.51766,6.12511
0.202582,0.513525,6.12538
0.210685,0.51456,6.12118
0.210685,0.51401,6.15497
0.210685,0.51265,6.12696
0.219112,0.509275,6.12044
0.219112,0.512635,6.15351
0.219112,0.51324,6.12542
0.227877,0.51023,6.12679
0.227877,0.508515,6.14696
0.227877,0.51009,6.14065
0.236992,0.509375,6.14846
0.236992,0.50744,6.10895
0.236992,0.50851,6.1313
0.246472,0.50537,6.14016
0.246472,0.505075,6.14059
0.246472,0.509115,6.1699
0.25633,0.50302,6.11839
0.25633,0.50119,6.11916
0.25633,0.504295,6.15019
0.266584,0.50165,6.13217
0.266584,0.50118,6.12013
0.266584,0.501905,6.12283
0.277247,0.501135,6.15989
0.277247,0.498995,6.12985
0.277247,0.50192,6.13323
0.288337,0.4967,6.12872
0.288337,0.498105,6.11816
0.288337,0.498115,6.13018
0.29987,0.497345,6.15705
0.29987,0.497715,6.13996
0.29987,0.496545,6.13599
0.311865,0.492605,6.13188
0.311865,0.49603,6.13724
0.311865,0.496545,6.12798
0.32434,0.49434,6.15478
0.32434,0.49238,6.14635
0.32434,0.49212,6.13521
0.337313,0.49148,6.15123
0.337313,0.488805,6.12098
0.337313,0.49015,6.14448
0.350806,0.49038,6.14941
0.350806,0.49135,6.13907
0.350806,0.489325,6.16171
0.364838,0.486715,6.13474
0.364838,0.487485,6.13679
0.364838,0.487075,6.136
0.379432,0.486095,6.15686
0.379432,0.48346,6.11737
0.379432,0.484,6.13554
0.394609,0.48141,6.15785
0.394609,0.48129,6.13289
0.394609,0.48133,6.12865
0.410393,0.48187,6.14099
0.410393,0.48367,6.1635
0.410393,0.477995,6.13282
0.426809,0.477805,6.13446
0.426809,0.47901,6.14103
0.426809,0.4793,6.1462
0.443881,0.47496,6.11858
0.443881,0.47576,6.13229
0.443881,0.47734,6.1309
0.461637,0.47545,6.15928
0.461637,0.473365,6.12185
0.461637,0.47282,6.11524
0.480102,0.472475,6.12882
0.480102,0.474425,6.12795
0.480102,0.47149,6.14436
0.499306,0.46992,6.13471
0.499306,0.47117,6.14538
0.499306,0.47157,6.16966
0.519278,0.468165,6.12631
0.519278,0.469305,6.15115
0.519278,0.46922,6.14242
0.54005,0.46933,6.1427
0.54005,0.46523,6.14844
0.54005,0.46704,6.15976
0.561652,0.465705,6.13945
0.561652,0.460975,6.12061
0.561652,0.463795,6.12547
0.584118,0.461785,6.13856
0.584118,0.464205,6.12601
0.584118,0.458685,6.14343
0.607482,0.45914,6.13779
0.607482,0.45889,6.12987
0.607482,0.459515,6.12717
0.631782,0.46202,6.1502
0.631782,0.45597,6.1099
0.631782,0.455255,6.12625
0.657053,0.45277,6.1267
0.657053,0.45404,6.12284
0.657053,0.45374,6.12472
0.683335,0.453125,6.13207
0.683335,0.45174,6.12683
0.683335,0.45451,6.13368
0.710668,0.45062,6.10874
0.710668,0.449855,6.1213
0.710668,0.450095,6.12603
0.739095,0.448195,6.14572
0.739095,0.44921,6.12598
0.739095,0.447885,6.10621
0.768659,0.44793,6.1319
0.768659,0.44655,6.143
0.768659,0.44344,6.11382
0.799405,0.44278,6.11643
0.799405,0.44336,6.12507
0.799405,0.441615,6.1238
0.831381,0.440445,6.10886
0.831381,0.44167,6.14845
0.831381,0.44224,6.12362
0.864637,0.441485,6.12457
0.864637,0.44042,6.13603
0.864637,0.439715,6.11257
0.899222,0.436205,6.11998
0.899222,0.436665,6.12258
0.899222,0.43558,6.12334
0.935191,0.43511,6.13577
0.935191,0.433905,6.08971
0.935191,0.43562,6.1342
0.972599,0.430275,6.11362
0.972599,0.43194,6.12262
0.972599,0.43027,6.11472
1.0115,0.4282,6.10693
1.0115,0.42824,6.12762
1.0115,0.427145,6.10045
1.05196,0.425135,6.06988
1.05196,0.429025,6.14474
1.05196,0.42373,6.103
1.09404,0.42527,6.1138
1.09404,0.42304,6.09934
1.09404,0.427765,6.12291
1.1378,0.423455,6.09976
1.1378,0.41909,6.10309
1.1378,0.42175,6.09075
1.18332,0.41921,6.11295
1.18332,0.421455,6.1257
1.18332,0.421805,6.11739
1.23065,0.417345,6.09177
1.23065,0.41598,6.07419
1.23065,0.417605,6.0988
1.27987,0.41577,6.07293
1.27987,0.417765,6.11534
1.27987,0.41573,6.09024
