# Start of simulation: Mon Mar 21 17:06:41 2016
beta,acc,obs
0.1,0.5463,6.11882
0.1,0.547515,6.11917
0.1,0.547315,6.08939
0.104,0.545865,6.12728
0.104,0.545635,6.1084
0.104,0.545425,6.1347
0.10816,0.54389,6.11316
0.10816,0.543625,6.12243
0.10816,0.544675,6.12958
0.112486,0.54229,6.12805
0.112486,0.541135,6.12158
0.112486,0.54465,6.16339
0.116986,0.54108,6.13066
0.116986,0.54171,6.10183
0.116986,0.545065,6.12431
0.121665,0.537835,6.13395
0.121665,0.54022,6.12838
0.121665,0.53778,6.11124
0.126532,0.537015,6.12993
0.126532,0.535635,6.11264
0.126532,0.535585,6.10343
0.131593,0.5363,6.13909
0.131593,0.53702,6.14133
0.131593,0.53467,6.11899
0.136857,0.53327,6.13271
0.136857,0.530805,6.12679
0.136857,0.53222,6.12903
0.142331,0.530315,6.13216
0.142331,0.529385,6.1196
0.142331,0.5309,6.14351
0.148024,0.530145,6.1066
0.148024,0.52781,6.11139
0.148024,0.52819,6.11776
0.153945,0.52738,6.11648
0.153945,0.526665,6.12844
0.153945,0.529465,6.13009
0.160103,0.526775,6.12619
0.160103,0.527365,6.13853
0.160103,0.52421,6.11104
0.166507,0.525285,6.13382
0.166507,0.52462,6.11199
0.166507,0.52292,6.12108
0.173168,0.52318,6.14485
0.173168,0.520905,6.11152
0.173168,0.52194,6.10613
0.180094,0.52058,6.14438
0.180094,0.520235,6.14787
0.180094,0.51973,6.12241
0.187298,0.51854,6.1204
0.187298,0.51812,6.13217
0.187298,0.51755,6.13047
0.19479,0.514675,6.11543
0.19479,0.515245,6.11676
0.19479,0.51739,6.12949
0.202582,0.516765,6.13993
0.202582,0.515575,6.14164
0.202582,0.51099,6.12251
0.210685,0.512105,6.13847
0.210685,0.511715,6.12136
0.210685,0.51278,6.13446
0.219112,0.51246,6.1385
0.219112,0.512885,6.13916
0.219112,0.510195,6.14006
0.227877,0.511325,6.16004
0.227877,0.512145,6.16418
