# Start of simulation: Sat Mar 19 15:40:28 2016
beta,acc,obs
1,0.535062,7.68325
1,0.535018,7.67111
1,0.535587,7.68242
1,0.534753,7.67383
1,0.535123,7.67842
1,0.535215,7.6854
1,0.535528,7.68475
1,0.535489,7.69176
1,0.535458,7.67517
1,0.535253,7.67041
1,0.534755,7.66917
1,0.534829,7.67603
1,0.535287,7.6896
1,0.536578,7.69153
1,0.535235,7.6838
1.04,0.531605,7.68756
1.04,0.532349,7.68917
1.04,0.530759,7.67144
1.04,0.53067,7.67856
1.04,0.530984,7.69449
1.04,0.530543,7.66947
1.04,0.530852,7.68205
1.04,0.531396,7.68553
1.04,0.530683,7.66999
1.04,0.530872,7.67917
1.04,0.530618,7.68284
1.04,0.531769,7.69118
1.04,0.532075,7.68222
1.04,0.530396,7.68889
1.04,0.531395,7.69044
1.0816,0.526862,7.67411
1.0816,0.527246,7.68414
1.0816,0.526042,7.67458
1.0816,0.527118,7.67292
1.0816,0.526213,7.67622
1.0816,0.52695,7.68207
1.0816,0.527099,7.69698
1.0816,0.528651,7.68942
1.0816,0.526836,7.6762
1.0816,0.527479,7.69545
1.0816,0.527315,7.69093
1.0816,0.527156,7.68259
1.0816,0.527047,7.67497
1.0816,0.527658,7.6833
1.0816,0.52683,7.67747
1.12486,0.523131,7.69027
1.12486,0.523476,7.68073
1.12486,0.524778,7.68955
1.12486,0.523273,7.68605
1.12486,0.522544,7.66906
1.12486,0.523186,7.69151
1.12486,0.522929,7.68697
1.12486,0.522325,7.66704
1.12486,0.522274,7.6803
1.12486,0.523206,7.69802
1.12486,0.523003,7.6806
1.12486,0.52399,7.6793
1.12486,0.522788,7.68807
1.12486,0.523406,7.69683
1.12486,0.522543,7.67081
1.16986,0.518887,7.67577
1.16986,0.51961,7.68854
1.16986,0.518225,7.68266
1.16986,0.519586,7.6882
1.16986,0.518847,7.6846
1.16986,0.519149,7.67841
1.16986,0.519889,7.69154
1.16986,0.518271,7.67291
1.16986,0.518501,7.69743
1.16986,0.518424,7.67187
1.16986,0.519043,7.694
1.16986,0.520152,7.6813
1.16986,0.519007,7.68793
1.16986,0.519705,7.70282
1.16986,0.520141,7.69581
1.21665,0.515363,7.68636
1.21665,0.515119,7.69219
1.21665,0.515168,7.68588
1.21665,0.51558,7.68877
1.21665,0.515517,7.69264
1.21665,0.51519,7.69222
1.21665,0.513815,7.67536
1.21665,0.514425,7.68158
1.21665,0.514882,7.6903
1.21665,0.51421,7.6838
1.21665,0.515114,7.70066
1.21665,0.514529,7.67888
1.21665,0.514314,7.68372
1.21665,0.514825,7.67793
1.21665,0.515001,7.68244
1.26532,0.511112,7.69521
1.26532,0.510908,7.68646
1.26532,0.512271,7.69495
1.26532,0.511294,7.68574
1.26532,0.510644,7.68273
1.26532,0.510449,7.69349
1.26532,0.510776,7.67525
1.26532,0.511659,7.69065
1.26532,0.510592,7.68211
1.26532,0.512251,7.70242
1.26532,0.511245,7.69175
1.26532,0.511215,7.69293
1.26532,0.512506,7.70969
1.26532,0.510436,7.69263
1.26532,0.511498,7.68628
1.31593,0.506546,7.69114
1.31593,0.505723,7.67393
1.31593,0.504814,7.69187
1.31593,0.507307,7.67958
1.31593,0.506458,7.68178
1.31593,0.507534,7.69803
1.31593,0.506693,7.68746
1.31593,0.507162,7.6896
1.31593,0.506828,7.69225
1.31593,0.507536,7.68598
1.31593,0.506825,7.69502
1.31593,0.506943,7.68844
1.31593,0.506704,7.69782
1.31593,0.506571,7.68086
1.31593,0.505033,7.69088
1.36857,0.502421,7.69272
1.36857,0.502485,7.67496
1.36857,0.502548,7.68657
1.36857,0.50326,7.70656
1.36857,0.502388,7.69419
1.36857,0.503268,7.69557
1.36857,0.503161,7.68904
1.36857,0.502595,7.68985
1.36857,0.502253,7.68857
1.36857,0.503173,7.6809
1.36857,0.503129,7.6802
1.36857,0.501363,7.68138
1.36857,0.501876,7.6777
1.36857,0.501567,7.68022
1.36857,0.500568,7.68485
1.42331,0.497936,7.70272
1.42331,0.497442,7.68554
1.42331,0.498573,7.69974
1.42331,0.499077,7.68639
1.42331,0.496983,7.68607
1.42331,0.498958,7.69515
1.42331,0.498058,7.68331
1.42331,0.498847,7.68794
1.42331,0.498645,7.68663
1.42331,0.497534,7.68554
1.42331,0.498075,7.68811
1.42331,0.497651,7.68313
1.42331,0.498398,7.70341
1.42331,0.498456,7.69771
1.42331,0.498284,7.69298
1.48024,0.495292,7.69643
1.48024,0.494206,7.69693
1.48024,0.493832,7.69177
1.48024,0.49373,7.69621
1.48024,0.493369,7.68001
1.48024,0.494928,7.70376
1.48024,0.495043,7.69639
1.48024,0.493174,7.6866
1.48024,0.492412,7.68348
1.48024,0.495602,7.69303
1.48024,0.493443,7.67812
1.48024,0.493177,7.69307
1.48024,0.494924,7.69452
1.48024,0.493897,7.69332
1.48024,0.494826,7.67967
1.53945,0.489599,7.68649
1.53945,0.49076,7.69981
1.53945,0.489381,7.68836
1.53945,0.489512,7.69934
1.53945,0.489258,7.69447
1.53945,0.489656,7.69157
1.53945,0.490848,7.70788
1.53945,0.489778,7.70787
1.53945,0.489095,7.6992
1.53945,0.49065,7.69057
1.53945,0.489076,7.68845
1.53945,0.489051,7.71195
1.53945,0.490021,7.69557
1.53945,0.488851,7.69244
1.53945,0.489623,7.69297
1.60103,0.48479,7.69825
1.60103,0.483848,7.67605
1.60103,0.483545,7.68844
1.60103,0.486859,7.69351
1.60103,0.484319,7.67617
1.60103,0.485171,7.69368
1.60103,0.485795,7.69583
1.60103,0.484512,7.70998
1.60103,0.485293,7.6971
1.60103,0.485783,7.70105
1.60103,0.485982,7.69652
1.60103,0.486346,7.7071
1.60103,0.485156,7.68313
1.60103,0.484991,7.6898
1.60103,0.485261,7.70634
1.66507,0.480739,7.68409
1.66507,0.480253,7.68823
1.66507,0.480951,7.68972
1.66507,0.480355,7.69475
1.66507,0.48019,7.69835
1.66507,0.480792,7.68768
1.66507,0.479304,7.69701
1.66507,0.480152,7.69914
1.66507,0.480245,7.69965
1.66507,0.479637,7.69347
1.66507,0.480596,7.70154
1.66507,0.482084,7.69198
1.66507,0.481354,7.68734
1.66507,0.480548,7.7027
1.66507,0.480608,7.68795
1.73168,0.477398,7.71473
1.73168,0.47654,7.70105
1.73168,0.475585,7.69593
1.73168,0.476717,7.69228
1.73168,0.475881,7.68574
1.73168,0.475135,7.68523
1.73168,0.476637,7.69398
1.73168,0.475889,7.68681
1.73168,0.474368,7.67854
1.73168,0.475069,7.69215
1.73168,0.476424,7.68765
1.73168,0.475276,7.68702
1.73168,0.475585,7.68144
1.73168,0.474914,7.6964
1.73168,0.477157,7.69677
1.80094,0.472943,7.71815
1.80094,0.472742,7.7049
1.80094,0.470779,7.69577
1.80094,0.472293,7.69972
1.80094,0.4714,7.70046
1.80094,0.471924,7.69746
1.80094,0.47143,7.6962
1.80094,0.471195,7.68599
1.80094,0.471468,7.70512
1.80094,0.471166,7.6992
1.80094,0.473283,7.69508
1.80094,0.471718,7.70095
1.80094,0.470986,7.6969
1.80094,0.47191,7.70372
1.80094,0.472463,7.69426
1.87298,0.467758,7.70614
1.87298,0.467108,7.68677
1.87298,0.467337,7.69852
1.87298,0.465863,7.67487
1.87298,0.466876,7.69458
1.87298,0.46624,7.68087
1.87298,0.467401,7.7019
1.87298,0.467108,7.69812
1.87298,0.466811,7.69996
1.87298,0.466577,7.69537
1.87298,0.4676,7.70426
1.87298,0.465757,7.66622
1.87298,0.467101,7.68881
1.87298,0.466611,7.69321
1.87298,0.467073,7.70569
1.9479,0.462177,7.69315
1.9479,0.461,7.68154
1.9479,0.462135,7.70354
1.9479,0.461485,7.6971
1.9479,0.462243,7.69001
1.9479,0.462547,7.69718
1.9479,0.463187,7.7064
1.9479,0.461879,7.6962
1.9479,0.461747,7.71467
1.9479,0.462833,7.70581
1.9479,0.461363,7.67792
1.9479,0.461613,7.68827
1.9479,0.462664,7.69849
1.9479,0.461844,7.6966
1.9479,0.462034,7.69255
2.02582,0.458237,7.70535
2.02582,0.457171,7.68643
2.02582,0.457429,7.69954
2.02582,0.457082,7.71127
2.02582,0.458034,7.70958
2.02582,0.45807,7.69918
2.02582,0.457741,7.71619
2.02582,0.456828,7.68588
2.02582,0.456854,7.69605
2.02582,0.457751,7.69557
2.02582,0.457545,7.6915
2.02582,0.457756,7.70317
2.02582,0.458275,7.69968
2.02582,0.457386,7.68516
2.02582,0.457673,7.7003
2.10685,0.452954,7.6845
2.10685,0.451717,7.69403
2.10685,0.453316,7.69987
2.10685,0.451694,7.68008
2.10685,0.453465,7.70708
2.10685,0.453375,7.69632
2.10685,0.452731,7.7011
2.10685,0.450909,7.68132
2.10685,0.454347,7.70005
2.10685,0.452887,7.70073
2.10685,0.4535,7.6967
2.10685,0.452805,7.69959
2.10685,0.452609,7.68613
2.10685,0.45194,7.69143
2.10685,0.453244,7.69301
2.19112,0.448244,7.6929
2.19112,0.448172,7.69324
2.19112,0.448121,7.68747
2.19112,0.448318,7.7066
2.19112,0.447634,7.68318
