# Start of simulation: Sun Mar 20 15:06:03 2016
beta,acc,obs
1,0.628318,5.01465
1,0.62799,5.01667
1,0.62937,5.01902
1,0.628485,5.01763
1,0.628968,5.01273
1,0.628945,5.01621
1,0.628289,5.01936
1,0.628334,5.01357
1,0.627562,5.01591
1,0.628797,5.0185
1,0.629307,5.01638
1,0.628885,5.01608
1,0.628292,5.0129
1,0.629075,5.01696
1,0.629198,5.01616
1.04,0.623773,5.01852
1.04,0.623933,5.01376
1.04,0.622859,5.01276
1.04,0.623908,5.02041
1.04,0.623698,5.01182
1.04,0.623144,5.01255
1.04,0.624103,5.01371
1.04,0.623805,5.02091
1.04,0.624872,5.01687
1.04,0.6235,5.01808
1.04,0.623994,5.01736
1.04,0.623055,5.01927
1.04,0.623238,5.01627
1.04,0.623295,5.01504
1.04,0.623439,5.01175
1.0816,0.618339,5.02262
1.0816,0.61769,5.01477
1.0816,0.618078,5.01824
1.0816,0.617897,5.01873
1.0816,0.618042,5.01537
1.0816,0.617327,5.01668
1.0816,0.619252,5.01316
1.0816,0.619101,5.01069
1.0816,0.61794,5.01574
1.0816,0.618022,5.01205
1.0816,0.617581,5.01702
1.0816,0.618804,5.0161
1.0816,0.618404,5.01451
1.0816,0.619013,5.0176
1.0816,0.618244,5.0208
1.12486,0.611843,5.01588
1.12486,0.614102,5.01606
1.12486,0.612888,5.01764
1.12486,0.613829,5.02221
1.12486,0.612774,5.0211
1.12486,0.614228,5.01976
1.12486,0.613224,5.01462
1.12486,0.613168,5.01921
1.12486,0.61274,5.01265
1.12486,0.613493,5.0129
1.12486,0.613416,5.01873
1.12486,0.613977,5.02154
1.12486,0.61239,5.01912
1.12486,0.613794,5.0194
1.12486,0.613855,5.01826
1.16986,0.607372,5.01983
1.16986,0.607984,5.02365
1.16986,0.607478,5.01482
1.16986,0.608834,5.02421
1.16986,0.607613,5.01999
1.16986,0.607824,5.01762
1.16986,0.608151,5.01722
1.16986,0.607989,5.02114
1.16986,0.608317,5.02344
1.16986,0.607992,5.01797
1.16986,0.607913,5.01626
1.16986,0.607473,5.02026
1.16986,0.608391,5.02426
1.16986,0.607842,5.01657
1.16986,0.608996,5.02176
1.21665,0.602795,5.02158
1.21665,0.603082,5.02045
1.21665,0.602818,5.02255
1.21665,0.603649,5.02177
1.21665,0.60299,5.01991
1.21665,0.602076,5.01593
1.21665,0.602047,5.0227
1.21665,0.602597,5.01382
1.21665,0.602801,5.02268
1.21665,0.602333,5.01722
1.21665,0.602605,5.01668
1.21665,0.602142,5.02015
