# Start of simulation: Mon Mar 21 13:05:02 2016
beta,acc,obs
1,0.628124,5.01785
1,0.628256,5.01452
1,0.628752,5.01342
1,0.62866,5.01669
1,0.628702,5.01484
1,0.628437,5.01077
1,0.629015,5.018
1,0.628704,5.01672
1,0.628532,5.01472
1,0.628264,5.01477
1,0.628728,5.02181
1,0.628221,5.01688
1,0.627775,5.01354
1,0.627886,5.01926
1,0.628753,5.01208
1.04,0.623034,5.01952
1.04,0.6231,5.01418
1.04,0.622572,5.0113
1.04,0.623785,5.01664
1.04,0.622927,5.01053
1.04,0.623664,5.01283
1.04,0.622684,5.01184
1.04,0.623622,5.01582
1.04,0.624228,5.01604
1.04,0.623489,5.01175
1.04,0.624299,5.01391
1.04,0.624102,5.01809
1.04,0.623575,5.01521
1.04,0.622474,5.01227
1.04,0.623969,5.01905
1.0816,0.617271,5.01579
1.0816,0.618636,5.02074
1.0816,0.617758,5.02345
1.0816,0.617647,5.01757
1.0816,0.618138,5.01744
1.0816,0.618466,5.02168
1.0816,0.618875,5.0152
1.0816,0.619235,5.01733
1.0816,0.618779,5.01481
1.0816,0.618767,5.01799
1.0816,0.618541,5.01598
1.0816,0.618416,5.0138
1.0816,0.618643,5.01664
1.0816,0.618721,5.01889
1.0816,0.618071,5.01512
1.12486,0.613929,5.02069
1.12486,0.612617,5.01873
1.12486,0.612825,5.02251
1.12486,0.613104,5.01492
1.12486,0.61267,5.01486
1.12486,0.613442,5.01726
1.12486,0.612608,5.01932
1.12486,0.613569,5.02062
1.12486,0.61254,5.01372
1.12486,0.612839,5.01853
1.12486,0.612358,5.01223
1.12486,0.612778,5.01908
1.12486,0.61335,5.01501
1.12486,0.613682,5.01788
1.12486,0.613459,5.02012
1.16986,0.608267,5.01978
1.16986,0.608467,5.01939
1.16986,0.608344,5.02181
1.16986,0.606952,5.01136
1.16986,0.607565,5.02097
1.16986,0.607481,5.0173
1.16986,0.607908,5.01763
1.16986,0.607153,5.0177
1.16986,0.60867,5.01772
1.16986,0.607886,5.01731
1.16986,0.607841,5.02059
1.16986,0.607774,5.02004
1.16986,0.6086,5.02018
1.16986,0.606978,5.01477
1.16986,0.607474,5.01812
1.21665,0.602567,5.02215
1.21665,0.603485,5.02116
1.21665,0.601728,5.01977
1.21665,0.601582,5.01874
1.21665,0.603159,5.0196
1.21665,0.602593,5.01874
1.21665,0.602602,5.0184
1.21665,0.60308,5.01756
1.21665,0.602077,5.01905
1.21665,0.60219,5.02105
1.21665,0.601774,5.01875
1.21665,0.60287,5.0177
1.21665,0.603395,5.01992
1.21665,0.602128,5.02019
1.21665,0.603238,5.02451
1.26532,0.597157,5.02227
1.26532,0.59796,5.02138
1.26532,0.596869,5.01921
1.26532,0.597492,5.02121
1.26532,0.596971,5.0184
1.26532,0.597335,5.01925
1.26532,0.597062,5.01908
1.26532,0.595761,5.01878
1.26532,0.597263,5.01696
1.26532,0.596564,5.02044
1.26532,0.597246,5.01862
1.26532,0.59661,5.0215
1.26532,0.595921,5.02407
1.26532,0.597843,5.02272
1.26532,0.597716,5.02577
1.31593,0.591102,5.02282
1.31593,0.590853,5.02024
1.31593,0.59234,5.02539
1.31593,0.591957,5.02369
1.31593,0.59211,5.0222
1.31593,0.591248,5.01852
1.31593,0.591399,5.02366
1.31593,0.591124,5.02504
1.31593,0.591469,5.01932
1.31593,0.591077,5.02457
1.31593,0.592223,5.02308
1.31593,0.591258,5.01924
1.31593,0.591133,5.025
1.31593,0.591385,5.02082
1.31593,0.591482,5.02293
1.36857,0.585046,5.02386
1.36857,0.586851,5.0262
1.36857,0.586531,5.02384
1.36857,0.586028,5.02298
1.36857,0.58698,5.02299
1.36857,0.586735,5.0222
1.36857,0.585368,5.01661
1.36857,0.586361,5.02308
1.36857,0.586048,5.01848
1.36857,0.586321,5.02054
1.36857,0.585395,5.02035
1.36857,0.585322,5.02197
1.36857,0.586784,5.02688
1.36857,0.586019,5.02493
1.36857,0.586151,5.02011
1.42331,0.580268,5.02431
1.42331,0.58099,5.02476
1.42331,0.581295,5.02107
1.42331,0.579514,5.01869
1.42331,0.580609,5.02568
1.42331,0.580884,5.0173
1.42331,0.580371,5.02412
1.42331,0.579906,5.02061
1.42331,0.580884,5.0226
1.42331,0.580324,5.02209
1.42331,0.58172,5.02799
1.42331,0.579918,5.02238
1.42331,0.580618,5.02735
1.42331,0.580761,5.02841
1.42331,0.579905,5.01941
1.48024,0.574392,5.02655
1.48024,0.574742,5.0251
