# Start of simulation: Mon Mar 21 15:12:11 2016
beta,acc,obs
1,0.62747,5.00902
1,0.628475,5.01203
1,0.627468,5.01515
1,0.628433,5.01827
1,0.628663,5.01004
1,0.628706,5.01276
1,0.628228,5.01342
1,0.628245,5.01639
1,0.628533,5.01619
1,0.629042,5.01667
1,0.629598,5.02275
1,0.628507,5.01347
1,0.62807,5.01591
1,0.629099,5.01389
1,0.629471,5.01875
1.04,0.623716,5.01435
1.04,0.622993,5.01359
1.04,0.623103,5.0178
1.04,0.622839,5.01405
1.04,0.623211,5.01847
1.04,0.624183,5.01791
1.04,0.623982,5.01941
1.04,0.623763,5.01411
1.04,0.623766,5.01984
1.04,0.622563,5.0091
1.04,0.623787,5.01642
1.04,0.623232,5.01776
1.04,0.623515,5.01683
1.04,0.62308,5.01626
1.04,0.623896,5.01707
1.0816,0.618575,5.01843
1.0816,0.618711,5.01693
1.0816,0.618896,5.01799
1.0816,0.618623,5.02017
1.0816,0.618742,5.02236
1.0816,0.61812,5.01302
1.0816,0.618716,5.01473
1.0816,0.617488,5.01726
1.0816,0.619129,5.01512
1.0816,0.618224,5.01842
1.0816,0.61831,5.0189
1.0816,0.618356,5.02113
1.0816,0.618033,5.02131
1.0816,0.618989,5.01585
1.0816,0.618497,5.01559
1.12486,0.612811,5.01557
1.12486,0.613127,5.01903
1.12486,0.613715,5.0203
1.12486,0.613053,5.01754
1.12486,0.614265,5.02119
1.12486,0.613779,5.01551
1.12486,0.613405,5.02258
1.12486,0.613388,5.01675
1.12486,0.613402,5.0209
1.12486,0.614133,5.02108
1.12486,0.612977,5.02392
1.12486,0.612821,5.01984
1.12486,0.613384,5.01856
1.12486,0.61317,5.01446
1.12486,0.61266,5.02048
1.16986,0.60815,5.01936
1.16986,0.608719,5.02529
1.16986,0.608229,5.01609
1.16986,0.607584,5.01948
1.16986,0.607474,5.02146
1.16986,0.607909,5.01593
1.16986,0.607727,5.02129
1.16986,0.607002,5.01439
1.16986,0.607015,5.01593
1.16986,0.607016,5.01554
1.16986,0.608273,5.02175
1.16986,0.608712,5.01958
1.16986,0.608636,5.02204
1.16986,0.608101,5.01977
1.16986,0.608193,5.01837
1.21665,0.602864,5.01826
1.21665,0.603508,5.02732
1.21665,0.60298,5.01815
1.21665,0.603617,5.02686
1.21665,0.602826,5.01848
1.21665,0.601234,5.01586
1.21665,0.60254,5.01943
1.21665,0.602546,5.02384
1.21665,0.603984,5.02154
1.21665,0.602405,5.01762
1.21665,0.602819,5.01912
1.21665,0.602662,5.02024
1.21665,0.602327,5.01954
1.21665,0.602969,5.02171
1.21665,0.602124,5.0205
1.26532,0.596338,5.01487
1.26532,0.597029,5.0183
1.26532,0.597498,5.01873
1.26532,0.596102,5.0139
1.26532,0.596782,5.01961
1.26532,0.596845,5.02167
1.26532,0.597513,5.02359
1.26532,0.596666,5.01753
1.26532,0.597263,5.0201
1.26532,0.597232,5.02541
1.26532,0.59717,5.01621
1.26532,0.597783,5.02183
1.26532,0.597155,5.02358
1.26532,0.597284,5.025
1.26532,0.597148,5.01778
1.31593,0.591529,5.02006
1.31593,0.59081,5.01914
1.31593,0.591634,5.02214
1.31593,0.591434,5.01628
1.31593,0.592146,5.0198
1.31593,0.591748,5.02383
1.31593,0.59133,5.02453
1.31593,0.591453,5.01847
1.31593,0.591516,5.02149
1.31593,0.591401,5.01423
1.31593,0.59222,5.02122
1.31593,0.591981,5.01653
1.31593,0.592517,5.01944
1.31593,0.590788,5.01861
1.31593,0.591159,5.01754
1.36857,0.585076,5.0219
1.36857,0.585166,5.02313
1.36857,0.585374,5.02003
1.36857,0.586168,5.02357
1.36857,0.585497,5.01734
1.36857,0.585999,5.02487
1.36857,0.584876,5.02071
1.36857,0.585164,5.02221
1.36857,0.586614,5.02554
1.36857,0.586228,5.02824
1.36857,0.586458,5.02319
1.36857,0.585444,5.02269
1.36857,0.586833,5.02484
1.36857,0.585917,5.0191
1.36857,0.585954,5.02035
1.42331,0.58105,5.0229
1.42331,0.580513,5.01803
1.42331,0.581368,5.02445
1.42331,0.580698,5.02128
1.42331,0.580892,5.02532
1.42331,0.579835,5.02308
1.42331,0.580169,5.02576
1.42331,0.580956,5.02496
1.42331,0.580665,5.02204
1.42331,0.579915,5.02259
1.42331,0.580776,5.02051
1.42331,0.57997,5.01903
1.42331,0.579606,5.0225
1.42331,0.578951,5.01719
1.42331,0.580196,5.02079
1.48024,0.575125,5.0248
1.48024,0.573964,5.02094
1.48024,0.573808,5.021
1.48024,0.575106,5.02093
1.48024,0.574246,5.02193
1.48024,0.575337,5.03138
1.48024,0.574668,5.01955
1.48024,0.573807,5.0194
1.48024,0.574583,5.02243
1.48024,0.574764,5.02057
1.48024,0.575359,5.02863
1.48024,0.573931,5.02233
1.48024,0.574274,5.0162
1.48024,0.573946,5.01919
1.48024,0.575376,5.02827
1.53945,0.569364,5.02761
1.53945,0.569508,5.02901
1.53945,0.569402,5.0294
1.53945,0.567961,5.0219
1.53945,0.568311,5.02721
1.53945,0.569654,5.02754
1.53945,0.569173,5.01916
1.53945,0.56926,5.02137
1.53945,0.568596,5.01983
1.53945,0.569061,5.02467
1.53945,0.569189,5.02357
1.53945,0.569055,5.02581
1.53945,0.568692,5.02184
1.53945,0.568269,5.02256
1.53945,0.568561,5.0247
1.60103,0.563384,5.02577
1.60103,0.563442,5.02625
1.60103,0.564205,5.02618
1.60103,0.563133,5.02702
1.60103,0.563203,5.02708
1.60103,0.56232,5.02196
1.60103,0.56324,5.02323
1.60103,0.562949,5.02515
1.60103,0.564577,5.0285
1.60103,0.562617,5.02076
1.60103,0.56225,5.02497
1.60103,0.563569,5.03104
1.60103,0.562595,5.01652
1.60103,0.562226,5.01995
1.60103,0.563218,5.02343
1.66507,0.55677,5.02168
1.66507,0.557265,5.02403
1.66507,0.556761,5.0232
1.66507,0.55642,5.02007
1.66507,0.556176,5.0215
1.66507,0.556623,5.02466
1.66507,0.556849,5.02285
1.66507,0.557636,5.02541
1.66507,0.557111,5.02288
1.66507,0.555958,5.02104
1.66507,0.5569,5.02096
1.66507,0.557276,5.02729
1.66507,0.556951,5.02774
1.66507,0.557604,5.02514
1.66507,0.558219,5.03072
1.73168,0.550289,5.02326
1.73168,0.550924,5.02351
1.73168,0.550978,5.02488
1.73168,0.550534,5.0229
1.73168,0.550314,5.02449
1.73168,0.551248,5.02505
1.73168,0.551862,5.02587
1.73168,0.550571,5.02761
1.73168,0.550944,5.02365
1.73168,0.550491,5.0258
1.73168,0.551793,5.02989
1.73168,0.551385,5.02701
1.73168,0.551048,5.02734
1.73168,0.551295,5.02292
1.73168,0.549971,5.02383
1.80094,0.544182,5.02531
1.80094,0.543532,5.01991
1.80094,0.544653,5.0268
1.80094,0.54447,5.02288
1.80094,0.544607,5.025
1.80094,0.544308,5.03036
1.80094,0.546189,5.02498
1.80094,0.544467,5.02658
1.80094,0.544547,5.02694
1.80094,0.544959,5.02623
1.80094,0.543988,5.02473
1.80094,0.545387,5.02513
1.80094,0.544668,5.02979
1.80094,0.544891,5.02838
1.80094,0.544574,5.0241
1.87298,0.538897,5.02511
1.87298,0.539608,5.02977
1.87298,0.538699,5.02571
1.87298,0.53837,5.0286
1.87298,0.539256,5.03275
1.87298,0.538803,5.02527
1.87298,0.538352,5.02458
1.87298,0.538823,5.03135
1.87298,0.539838,5.02695
1.87298,0.538975,5.02985
1.87298,0.539223,5.02842
1.87298,0.54008,5.02805
1.87298,0.539531,5.02685
1.87298,0.538948,5.02511
1.87298,0.537926,5.02557
1.9479,0.531918,5.02743
1.9479,0.532449,5.02655
1.9479,0.533571,5.02736
1.9479,0.532454,5.02671
1.9479,0.532919,5.02809
1.9479,0.533058,5.03102
1.9479,0.532549,5.02747
1.9479,0.532061,5.02308
1.9479,0.532093,5.0296
1.9479,0.532617,5.02991
1.9479,0.532289,5.02735
1.9479,0.533119,5.02839
1.9479,0.532391,5.02298
1.9479,0.533126,5.02965
1.9479,0.532691,5.02548
2.02582,0.525909,5.02372
2.02582,0.525971,5.02984
2.02582,0.52614,5.02749
2.02582,0.526214,5.03206
2.02582,0.52603,5.02842
2.02582,0.525703,5.02795
2.02582,0.52586,5.02456
2.02582,0.526305,5.02923
2.02582,0.525955,5.02632
2.02582,0.526726,5.02939
2.02582,0.52579,5.0262
2.02582,0.525817,5.02842
2.02582,0.526187,5.02827
2.02582,0.526204,5.02758
2.02582,0.526735,5.0299
2.10685,0.520616,5.03648
2.10685,0.519107,5.02223
2.10685,0.519669,5.02471
2.10685,0.518753,5.02377
2.10685,0.519203,5.02753
2.10685,0.520596,5.03004
2.10685,0.519618,5.02415
2.10685,0.520646,5.03151
2.10685,0.519686,5.02253
2.10685,0.520071,5.02341
2.10685,0.520321,5.02871
2.10685,0.520216,5.02757
2.10685,0.519217,5.03075
2.10685,0.520138,5.02409
2.10685,0.518747,5.0206
2.19112,0.512853,5.02855
2.19112,0.512839,5.02795
2.19112,0.514164,5.03089
2.19112,0.513403,5.02843
2.19112,0.513125,5.02789
2.19112,0.512851,5.02467
2.19112,0.514168,5.0273
2.19112,0.513287,5.02963
2.19112,0.512828,5.02456
2.19112,0.514419,5.03191
2.19112,0.513052,5.02482
2.19112,0.513322,5.02842
2.19112,0.512753,5.02243
2.19112,0.512988,5.02859
2.19112,0.512859,5.02723
2.27877,0.506256,5.02687
2.27877,0.506204,5.02454
2.27877,0.507265,5.02764
2.27877,0.507167,5.02468
2.27877,0.506772,5.02714
2.27877,0.507609,5.03042
2.27877,0.507236,5.03487
2.27877,0.507373,5.02805
2.27877,0.506389,5.02639
2.27877,0.506396,5.03001
2.27877,0.505095,5.02227
2.27877,0.507368,5.02597
2.27877,0.506744,5.0267
2.27877,0.507324,5.02885
2.27877,0.507291,5.02882
2.36992,0.499224,5.02785
2.36992,0.500939,5.03134
2.36992,0.500745,5.02744
2.36992,0.4996,5.02797
2.36992,0.498692,5.01973
2.36992,0.499588,5.02594
2.36992,0.499685,5.0275
2.36992,0.499205,5.02388
2.36992,0.499136,5.03291
2.36992,0.499761,5.02123
2.36992,0.501492,5.03378
2.36992,0.499027,5.02734
2.36992,0.500436,5.03058
2.36992,0.498718,5.02382
2.36992,0.500532,5.02964
2.46472,0.493232,5.02973
2.46472,0.493437,5.02586
2.46472,0.494262,5.03426
2.46472,0.492959,5.03094
2.46472,0.49272,5.02787
2.46472,0.493233,5.02315
2.46472,0.493321,5.02905
2.46472,0.493341,5.01924
2.46472,0.492748,5.02656
2.46472,0.493608,5.02896
2.46472,0.492635,5.03154
2.46472,0.49303,5.02243
2.46472,0.492246,5.02837
2.46472,0.493633,5.02869
2.46472,0.493188,5.0254
2.5633,0.485663,5.02461
2.5633,0.486515,5.02974
2.5633,0.486687,5.02706
2.5633,0.486596,5.02414
2.5633,0.486387,5.02261
2.5633,0.486562,5.02435
2.5633,0.487318,5.02776
2.5633,0.486094,5.02878
2.5633,0.48467,5.02403
2.5633,0.485416,5.02415
2.5633,0.486472,5.02714
2.5633,0.486815,5.02705
2.5633,0.487015,5.03297
2.5633,0.486419,5.02843
2.5633,0.486203,5.02669
2.66584,0.478424,5.02507
2.66584,0.479239,5.0293
2.66584,0.478912,5.02196
2.66584,0.478601,5.02046
2.66584,0.48029,5.02427
2.66584,0.479283,5.02638
2.66584,0.47956,5.02689
2.66584,0.480068,5.02728
2.66584,0.48052,5.02354
2.66584,0.478865,5.02714
2.66584,0.480173,5.02925
2.66584,0.478245,5.02971
2.66584,0.479597,5.03387
2.66584,0.481255,5.02977
2.66584,0.479602,5.02192
2.77247,0.472416,5.02614
2.77247,0.471821,5.02114
2.77247,0.471183,5.02555
2.77247,0.471816,5.02688
2.77247,0.473006,5.02262
2.77247,0.472279,5.02432
2.77247,0.472438,5.0256
2.77247,0.471765,5.02192
2.77247,0.472736,5.02582
2.77247,0.471822,5.02101
2.77247,0.472985,5.0292
2.77247,0.472471,5.02685
2.77247,0.471411,5.02228
2.77247,0.473366,5.0274
2.77247,0.473502,5.02726
2.88337,0.464736,5.02545
2.88337,0.465734,5.02565
2.88337,0.464867,5.02557
2.88337,0.465066,5.02366
2.88337,0.465397,5.02733
2.88337,0.465476,5.024
2.88337,0.464935,5.02639
2.88337,0.465459,5.02656
2.88337,0.464358,5.02683
2.88337,0.465404,5.02367
2.88337,0.465549,5.02719
2.88337,0.464815,5.02102
2.88337,0.466007,5.02316
2.88337,0.466745,5.03329
2.88337,0.465307,5.02389
2.9987,0.457964,5.02424
2.9987,0.458328,5.0289
2.9987,0.457869,5.0233
2.9987,0.457636,5.02306
2.9987,0.458416,5.02614
2.9987,0.459947,5.02978
2.9987,0.457885,5.02625
2.9987,0.459152,5.03129
2.9987,0.458971,5.03254
2.9987,0.458126,5.0206
2.9987,0.457949,5.02134
2.9987,0.45868,5.02355
2.9987,0.457387,5.02659
2.9987,0.458158,5.02396
2.9987,0.458671,5.02487
3.11865,0.452053,5.0296
3.11865,0.451745,5.02215
3.11865,0.450579,5.02411
3.11865,0.451441,5.02245
3.11865,0.450937,5.02064
3.11865,0.450922,5.01749
3.11865,0.450623,5.02396
3.11865,0.450576,5.02717
3.11865,0.450669,5.02031
3.11865,0.451918,5.02738
3.11865,0.451386,5.02991
3.11865,0.451299,5.02746
3.11865,0.45144,5.02869
3.11865,0.450873,5.02785
3.11865,0.450827,5.02478
3.2434,0.443142,5.02377
3.2434,0.443867,5.01801
3.2434,0.44382,5.01698
3.2434,0.444988,5.02796
3.2434,0.443989,5.01799
3.2434,0.443412,5.02294
3.2434,0.443283,5.02367
3.2434,0.441842,5.01598
3.2434,0.44315,5.02103
3.2434,0.443299,5.02536
3.2434,0.444147,5.02358
3.2434,0.443789,5.02176
3.2434,0.443729,5.01894
3.2434,0.44346,5.01646
3.2434,0.44321,5.0221
3.37313,0.436788,5.02521
3.37313,0.436324,5.02455
3.37313,0.437031,5.0272
3.37313,0.436748,5.02092
3.37313,0.436575,5.02486
3.37313,0.434889,5.01859
3.37313,0.438019,5.0226
3.37313,0.436616,5.02545
3.37313,0.436938,5.02616
3.37313,0.436089,5.02278
3.37313,0.436627,5.02626
3.37313,0.437025,5.02508
3.37313,0.436331,5.02058
3.37313,0.435734,5.01612
3.37313,0.435318,5.01995
3.50806,0.42902,5.02592
3.50806,0.428795,5.02205
3.50806,0.428525,5.01945
3.50806,0.429578,5.02279
3.50806,0.429265,5.02337
3.50806,0.429977,5.02598
3.50806,0.429438,5.02044
3.50806,0.429495,5.02203
