# Start of simulation: Mon Mar 21 12:01:16 2016
beta,acc,obs
1,0.629397,5.01601
1,0.629222,5.01653
1,0.629093,5.01178
1,0.628831,5.01447
1,0.629033,5.01395
1,0.629212,5.01891
1,0.628055,5.01159
1,0.628357,5.01878
1,0.627574,5.01709
1,0.628447,5.01484
1,0.629195,5.01924
1,0.628192,5.01423
1,0.627508,5.011
1,0.629478,5.01809
1,0.629023,5.01419
1.04,0.623765,5.01719
1.04,0.624155,5.01567
1.04,0.624292,5.01669
1.04,0.623389,5.01549
1.04,0.62358,5.01662
1.04,0.622969,5.01631
1.04,0.623841,5.01484
1.04,0.622642,5.01493
1.04,0.623561,5.01764
1.04,0.622915,5.01268
1.04,0.62424,5.0219
1.04,0.623872,5.01318
1.04,0.624125,5.01722
1.04,0.622545,5.01313
1.04,0.623487,5.01907
1.0816,0.618755,5.01754
1.0816,0.617921,5.01573
1.0816,0.61937,5.01553
1.0816,0.617713,5.01676
1.0816,0.61901,5.01592
1.0816,0.617603,5.01729
1.0816,0.618772,5.01706
1.0816,0.617717,5.01523
1.0816,0.617834,5.01789
1.0816,0.618065,5.01924
1.0816,0.619118,5.02125
1.0816,0.619735,5.02128
1.0816,0.61936,5.01747
1.0816,0.617963,5.01393
1.0816,0.619258,5.01744
1.12486,0.614088,5.02116
1.12486,0.6128,5.01991
1.12486,0.614326,5.02073
1.12486,0.612257,5.01222
1.12486,0.61277,5.01747
1.12486,0.61379,5.02277
1.12486,0.613565,5.01637
1.12486,0.612912,5.01197
1.12486,0.613198,5.01536
1.12486,0.612531,5.01682
1.12486,0.613344,5.01791
1.12486,0.613435,5.01976
1.12486,0.612332,5.01615
1.12486,0.61275,5.02223
1.12486,0.612085,5.01681
1.16986,0.607625,5.02076
1.16986,0.608518,5.01907
1.16986,0.607171,5.01936
1.16986,0.60789,5.02236
1.16986,0.608307,5.02246
1.16986,0.607542,5.01692
1.16986,0.608336,5.02014
1.16986,0.60854,5.02329
1.16986,0.607888,5.01418
1.16986,0.607733,5.018
1.16986,0.607728,5.01652
1.16986,0.606746,5.01633
1.16986,0.608507,5.02014
1.16986,0.607986,5.01649
1.16986,0.60707,5.0175
1.21665,0.602272,5.02419
1.21665,0.602569,5.01988
1.21665,0.601615,5.01797
1.21665,0.602396,5.01853
1.21665,0.603041,5.02186
1.21665,0.601604,5.01962
1.21665,0.601772,5.01703
1.21665,0.602162,5.02323
1.21665,0.602519,5.02122
1.21665,0.603022,5.02107
1.21665,0.601648,5.01843
1.21665,0.603296,5.01937
1.21665,0.602344,5.02049
1.21665,0.601734,5.01919
1.21665,0.603059,5.02232
1.26532,0.597186,5.02277
1.26532,0.597205,5.02019
1.26532,0.596364,5.02381
1.26532,0.596645,5.02055
1.26532,0.598094,5.02049
1.26532,0.597396,5.02064
1.26532,0.597446,5.01998
1.26532,0.596696,5.02131
1.26532,0.596672,5.01437
1.26532,0.59721,5.01954
1.26532,0.596697,5.01747
1.26532,0.596423,5.01878
1.26532,0.596735,5.02262
1.26532,0.597158,5.02442
1.26532,0.597546,5.02197
1.31593,0.5918,5.01911
1.31593,0.591655,5.01929
1.31593,0.591824,5.02435
1.31593,0.591153,5.02173
1.31593,0.59206,5.01768
1.31593,0.591179,5.01883
1.31593,0.591562,5.02354
1.31593,0.592544,5.01859
1.31593,0.592888,5.02452
1.31593,0.591772,5.02229
1.31593,0.591996,5.02555
1.31593,0.591629,5.02027
1.31593,0.591193,5.02098
1.31593,0.592112,5.02104
1.31593,0.590871,5.01974
1.36857,0.585212,5.02246
1.36857,0.58625,5.02514
1.36857,0.585967,5.02008
1.36857,0.584437,5.01557
1.36857,0.586201,5.024
1.36857,0.585181,5.02353
1.36857,0.585342,5.02032
1.36857,0.585186,5.02095
1.36857,0.586562,5.02025
1.36857,0.58525,5.02086
1.36857,0.587102,5.02411
1.36857,0.586038,5.02023
1.36857,0.586011,5.02372
1.36857,0.586139,5.02608
1.36857,0.587539,5.02356
1.42331,0.580353,5.02134
1.42331,0.580183,5.02187
1.42331,0.580702,5.02202
1.42331,0.580405,5.02596
1.42331,0.580635,5.02678
1.42331,0.580578,5.02263
1.42331,0.580213,5.02219
1.42331,0.580679,5.02382
1.42331,0.580189,5.02303
1.42331,0.580495,5.02737
1.42331,0.580584,5.01987
1.42331,0.579874,5.02215
1.42331,0.58155,5.02469
1.42331,0.580095,5.02421
1.42331,0.580816,5.02289
1.48024,0.574979,5.02261
1.48024,0.575039,5.02399
1.48024,0.574331,5.02067
1.48024,0.573431,5.01784
1.48024,0.575695,5.03129
1.48024,0.574715,5.0242
1.48024,0.575067,5.02511
1.48024,0.573981,5.02698
1.48024,0.574779,5.02931
1.48024,0.575177,5.01809
1.48024,0.574393,5.02525
1.48024,0.574714,5.023
1.48024,0.575596,5.01727
1.48024,0.575586,5.02586
1.48024,0.575582,5.02691
1.53945,0.568927,5.02615
1.53945,0.568633,5.02192
1.53945,0.567772,5.02386
1.53945,0.568452,5.02081
1.53945,0.567604,5.01853
1.53945,0.56896,5.02547
1.53945,0.571129,5.02617
1.53945,0.568714,5.02315
1.53945,0.569478,5.02805
1.53945,0.567928,5.0222
1.53945,0.568914,5.02552
1.53945,0.568156,5.02229
1.53945,0.568548,5.02429
1.53945,0.568536,5.02289
1.53945,0.568834,5.02298
1.60103,0.563196,5.02571
1.60103,0.562647,5.02551
1.60103,0.561756,5.024
1.60103,0.562118,5.01929
1.60103,0.562675,5.02361
1.60103,0.562204,5.02595
1.60103,0.563255,5.02121
1.60103,0.563193,5.02977
1.60103,0.562927,5.02242
1.60103,0.562272,5.02487
1.60103,0.561646,5.02559
1.60103,0.5636,5.02602
1.60103,0.564052,5.02423
1.60103,0.563311,5.02651
1.60103,0.564436,5.02882
1.66507,0.55749,5.02455
1.66507,0.557236,5.02303
1.66507,0.558356,5.02887
1.66507,0.557019,5.02493
