# Start of simulation: Mon Mar 21 14:08:36 2016
beta,acc,obs
1,0.629678,5.01593
1,0.627398,5.01433
1,0.628605,5.01713
1,0.629013,5.01459
1,0.629037,5.01639
1,0.627772,5.01405
1,0.628574,5.01139
1,0.627932,5.01188
1,0.627888,5.01751
1,0.627878,5.01162
1,0.627679,5.01371
1,0.62966,5.01696
1,0.628708,5.01982
1,0.628826,5.01359
1,0.62814,5.0107
1.04,0.622916,5.01516
1.04,0.623186,5.0176
1.04,0.62349,5.01417
1.04,0.623314,5.01349
1.04,0.622563,5.01629
1.04,0.623777,5.01559
1.04,0.623013,5.00723
1.04,0.622676,5.01278
1.04,0.622897,5.01678
1.04,0.624085,5.01427
1.04,0.623394,5.01695
1.04,0.622215,5.01386
1.04,0.624086,5.01857
1.04,0.623646,5.01783
1.04,0.623145,5.01515
1.0816,0.617878,5.01156
1.0816,0.618883,5.01176
1.0816,0.618832,5.01905
1.0816,0.618347,5.01958
1.0816,0.617838,5.01231
1.0816,0.617442,5.01533
1.0816,0.618626,5.01942
1.0816,0.619077,5.01575
1.0816,0.617708,5.01562
1.0816,0.619464,5.01512
1.0816,0.618189,5.01314
1.0816,0.618044,5.01569
1.0816,0.61841,5.01575
1.0816,0.619315,5.01582
1.0816,0.617636,5.01449
1.12486,0.613718,5.01173
1.12486,0.612966,5.01968
1.12486,0.612753,5.02126
1.12486,0.613484,5.01527
1.12486,0.612521,5.02117
1.12486,0.612265,5.01774
1.12486,0.612481,5.01842
1.12486,0.613488,5.01702
1.12486,0.612758,5.01469
1.12486,0.612667,5.02389
1.12486,0.613334,5.01514
1.12486,0.612825,5.01667
1.12486,0.613848,5.02235
1.12486,0.61328,5.01965
1.12486,0.612721,5.02002
1.16986,0.607463,5.01672
1.16986,0.607673,5.01478
1.16986,0.608376,5.02074
1.16986,0.608587,5.0177
1.16986,0.608061,5.01903
1.16986,0.607284,5.02252
1.16986,0.607502,5.02031
1.16986,0.606955,5.01569
1.16986,0.608239,5.01746
1.16986,0.607599,5.02152
1.16986,0.608507,5.01818
1.16986,0.607921,5.01676
1.16986,0.608347,5.02038
1.16986,0.607889,5.01643
1.16986,0.607303,5.01981
1.21665,0.603788,5.0242
1.21665,0.602317,5.0154
1.21665,0.601995,5.0184
1.21665,0.601765,5.01907
1.21665,0.602434,5.02379
1.21665,0.602419,5.01852
1.21665,0.602492,5.02021
1.21665,0.602181,5.0213
1.21665,0.602222,5.01684
1.21665,0.60107,5.01771
1.21665,0.602117,5.01915
1.21665,0.603382,5.02485
1.21665,0.602168,5.0173
1.21665,0.603082,5.02132
1.21665,0.603288,5.02388
1.26532,0.59673,5.01566
1.26532,0.597335,5.02472
1.26532,0.597927,5.0241
1.26532,0.596867,5.02
1.26532,0.597289,5.02405
1.26532,0.597541,5.02695
1.26532,0.597779,5.02254
1.26532,0.597041,5.01879
1.26532,0.596807,5.02095
1.26532,0.596617,5.02423
1.26532,0.59702,5.02316
1.26532,0.598111,5.02774
1.26532,0.596836,5.02123
1.26532,0.596831,5.01265
1.26532,0.597818,5.01964
1.31593,0.591462,5.02019
1.31593,0.591638,5.01886
1.31593,0.592796,5.02559
1.31593,0.591541,5.02286
1.31593,0.5922,5.0226
1.31593,0.59248,5.02547
1.31593,0.59219,5.01863
1.31593,0.590617,5.02405
1.31593,0.591829,5.023
1.31593,0.591592,5.02432
1.31593,0.591426,5.02097
1.31593,0.591412,5.02561
1.31593,0.591574,5.02625
1.31593,0.592141,5.02583
1.31593,0.59173,5.0191
1.36857,0.58565,5.01661
1.36857,0.586816,5.01815
1.36857,0.585178,5.02174
1.36857,0.585827,5.01604
1.36857,0.586388,5.0229
1.36857,0.585834,5.02351
1.36857,0.5852,5.02146
1.36857,0.585721,5.02074
1.36857,0.58595,5.02152
1.36857,0.585578,5.01999
1.36857,0.586434,5.01976
1.36857,0.586824,5.02697
1.36857,0.585651,5.02455
1.36857,0.585961,5.02427
1.36857,0.584917,5.0144
1.42331,0.580526,5.02749
1.42331,0.580145,5.01884
1.42331,0.579924,5.02425
1.42331,0.580477,5.0243
1.42331,0.579922,5.02143
1.42331,0.581124,5.02163
1.42331,0.579615,5.01932
1.42331,0.579305,5.02183
1.42331,0.580766,5.02466
1.42331,0.579885,5.01895
1.42331,0.581182,5.02319
1.42331,0.58029,5.02604
1.42331,0.578997,5.01514
1.42331,0.579381,5.02295
1.42331,0.580828,5.02517
1.48024,0.57467,5.0258
1.48024,0.575105,5.02744
1.48024,0.575147,5.02468
1.48024,0.574598,5.03112
1.48024,0.575435,5.0268
1.48024,0.57396,5.02269
1.48024,0.574419,5.02465
1.48024,0.575734,5.02973
1.48024,0.574725,5.02485
1.48024,0.574768,5.0245
1.48024,0.574817,5.02419
1.48024,0.574013,5.02331
1.48024,0.574725,5.02203
1.48024,0.575255,5.02426
1.48024,0.575288,5.02674
1.53945,0.568803,5.02429
1.53945,0.568846,5.01902
1.53945,0.568612,5.02197
1.53945,0.569427,5.0255
1.53945,0.568443,5.02477
1.53945,0.568037,5.02527
1.53945,0.568171,5.02108
1.53945,0.568863,5.02837
1.53945,0.568333,5.02567
1.53945,0.569272,5.02599
1.53945,0.568936,5.02738
1.53945,0.569367,5.0238
1.53945,0.568876,5.03142
1.53945,0.568288,5.02596
1.53945,0.568556,5.02254
1.60103,0.562588,5.02448
1.60103,0.562671,5.02405
1.60103,0.562251,5.02021
1.60103,0.563765,5.02388
1.60103,0.563434,5.01974
1.60103,0.562852,5.01939
1.60103,0.563683,5.02485
1.60103,0.56202,5.01986
1.60103,0.562404,5.01692
1.60103,0.563795,5.02475
1.60103,0.563091,5.02814
1.60103,0.563027,5.02451
1.60103,0.56255,5.01874
1.60103,0.562837,5.02749
1.60103,0.562643,5.02589
1.66507,0.557374,5.02765
1.66507,0.556189,5.02357
1.66507,0.555819,5.0201
1.66507,0.557157,5.02501
1.66507,0.556945,5.02613
1.66507,0.557524,5.02202
1.66507,0.557558,5.03099
1.66507,0.557592,5.02918
1.66507,0.55602,5.01428
1.66507,0.557775,5.02674
1.66507,0.556217,5.02259
1.66507,0.557187,5.02705
1.66507,0.554817,5.01814
1.66507,0.557017,5.02625
1.66507,0.556733,5.02536
1.73168,0.550609,5.02328
1.73168,0.55154,5.02941
1.73168,0.551282,5.0275
1.73168,0.552453,5.03143
1.73168,0.550807,5.02159
1.73168,0.550724,5.02785
1.73168,0.552037,5.02913
1.73168,0.549636,5.02417
1.73168,0.551442,5.02953
1.73168,0.550362,5.02426
1.73168,0.550982,5.02448
1.73168,0.552077,5.02836
1.73168,0.552291,5.02405
1.73168,0.550479,5.02487
1.73168,0.550795,5.02464
1.80094,0.546227,5.02602
1.80094,0.546338,5.02137
1.80094,0.544166,5.02185
1.80094,0.545339,5.03058
1.80094,0.545525,5.02709
1.80094,0.545357,5.02802
1.80094,0.544115,5.02211
1.80094,0.543917,5.02125
1.80094,0.545378,5.02843
1.80094,0.544113,5.02935
1.80094,0.54439,5.02721
1.80094,0.545079,5.02865
1.80094,0.545036,5.02918
1.80094,0.543852,5.02179
1.80094,0.545334,5.02519
1.87298,0.5384,5.01977
1.87298,0.538293,5.02688
1.87298,0.538051,5.02176
1.87298,0.537714,5.02442
1.87298,0.539205,5.03287
1.87298,0.538931,5.0294
1.87298,0.539657,5.02739
1.87298,0.537629,5.02782
1.87298,0.539314,5.0297
1.87298,0.537954,5.02557
1.87298,0.538781,5.02282
1.87298,0.539244,5.02854
1.87298,0.539456,5.03088
1.87298,0.5392,5.02936
1.87298,0.539117,5.02729
1.9479,0.533006,5.02508
1.9479,0.533169,5.02696
1.9479,0.531422,5.02611
1.9479,0.532015,5.01857
1.9479,0.531154,5.02653
1.9479,0.532209,5.02442
1.9479,0.531716,5.02404
1.9479,0.532958,5.02569
1.9479,0.532506,5.02839
1.9479,0.532473,5.02294
1.9479,0.532005,5.0295
1.9479,0.53238,5.02846
1.9479,0.533103,5.03055
1.9479,0.532358,5.02549
1.9479,0.531713,5.0279
2.02582,0.527074,5.02953
2.02582,0.527475,5.03261
2.02582,0.52502,5.02292
2.02582,0.526306,5.02803
2.02582,0.525976,5.02706
2.02582,0.526909,5.026
2.02582,0.52606,5.02216
2.02582,0.524982,5.02344
2.02582,0.525372,5.02765
2.02582,0.526294,5.02878
2.02582,0.525709,5.02618
2.02582,0.525404,5.02345
2.02582,0.524999,5.02743
2.02582,0.525772,5.0258
2.02582,0.526414,5.02336
2.10685,0.519147,5.02761
2.10685,0.519729,5.03017
2.10685,0.519163,5.02697
2.10685,0.520023,5.02997
2.10685,0.519697,5.02789
2.10685,0.520082,5.02763
2.10685,0.520855,5.03393
2.10685,0.520207,5.03036
2.10685,0.518677,5.02453
2.10685,0.519408,5.02634
2.10685,0.52061,5.03098
2.10685,0.519725,5.02729
2.10685,0.518845,5.02343
2.10685,0.518998,5.02338
2.10685,0.52068,5.03218
2.19112,0.513083,5.0283
2.19112,0.514918,5.0302
2.19112,0.514121,5.03509
2.19112,0.513259,5.02937
2.19112,0.512434,5.02815
2.19112,0.513398,5.02837
2.19112,0.512618,5.02487
2.19112,0.513543,5.02742
2.19112,0.513088,5.02816
2.19112,0.513283,5.024
2.19112,0.512604,5.02637
2.19112,0.513125,5.02357
2.19112,0.513945,5.02667
2.19112,0.512651,5.02597
2.19112,0.514436,5.0313
