# Start of simulation: Thu Mar 24 16:22:32 2016
beta,acc,obs
0.1,0.46884,3.22654
0.1,0.467705,3.2252
0.1,0.46943,3.23072
0.1,0.46829,3.22833
0.1,0.4652,3.21985
0.1,0.46753,3.22146
0.1,0.465825,3.21967
0.1,0.468155,3.22524
0.1,0.469955,3.22431
0.1,0.46831,3.22632
0.1,0.467835,3.22423
0.1,0.470225,3.22379
0.1,0.467405,3.22717
0.1,0.46897,3.22598
0.1,0.469135,3.22619
0.104,0.464965,3.22115
0.104,0.463375,3.22422
0.104,0.46567,3.22845
0.104,0.464075,3.22436
0.104,0.46683,3.22716
0.104,0.465905,3.22582
0.104,0.463785,3.22464
0.104,0.465035,3.22885
0.104,0.467055,3.22667
0.104,0.46734,3.23047
0.104,0.464885,3.22141
0.104,0.465255,3.22415
0.104,0.46518,3.23019
0.104,0.46563,3.22456
0.104,0.46538,3.22785
0.10816,0.461465,3.22967
0.10816,0.462225,3.22574
0.10816,0.461585,3.22572
0.10816,0.462505,3.22734
0.10816,0.460705,3.22546
0.10816,0.4621,3.22929
0.10816,0.464305,3.22615
0.10816,0.46126,3.23013
0.10816,0.46145,3.22631
0.10816,0.45904,3.22198
0.10816,0.461815,3.22317
0.10816,0.46068,3.22661
0.10816,0.461675,3.22653
0.10816,0.462415,3.22761
0.10816,0.4626,3.22528
0.112486,0.462105,3.23231
0.112486,0.4618,3.23256
0.112486,0.45757,3.22652
0.112486,0.460505,3.23073
0.112486,0.45836,3.22613
0.112486,0.46,3.22426
0.112486,0.458655,3.22832
0.112486,0.45818,3.22778
0.112486,0.46018,3.22633
0.112486,0.459455,3.22509
0.112486,0.45972,3.22629
0.112486,0.461215,3.22829
0.112486,0.458045,3.2303
0.112486,0.46044,3.22488
0.112486,0.45954,3.22549
0.116986,0.457305,3.23156
0.116986,0.457425,3.22462
0.116986,0.457395,3.22856
0.116986,0.455775,3.23042
0.116986,0.45746,3.23282
0.116986,0.45578,3.23018
0.116986,0.457775,3.22846
0.116986,0.45431,3.22715
0.116986,0.45804,3.23261
0.116986,0.45861,3.2291
0.116986,0.459615,3.22998
0.116986,0.454835,3.22631
0.116986,0.455175,3.22817
0.116986,0.456645,3.22988
0.116986,0.456585,3.23088
0.121665,0.45475,3.22933
0.121665,0.45575,3.22982
0.121665,0.45522,3.22681
0.121665,0.457565,3.23088
0.121665,0.454535,3.23549
0.121665,0.45547,3.23056
0.121665,0.455355,3.23008
0.121665,0.455355,3.22632
0.121665,0.453015,3.22844
0.121665,0.4526,3.22914
0.121665,0.45422,3.23089
0.121665,0.453315,3.23078
0.121665,0.453255,3.23327
0.121665,0.45471,3.2298
0.121665,0.451545,3.22819
0.126532,0.45058,3.23387
0.126532,0.453375,3.23427
0.126532,0.45091,3.23567
0.126532,0.45115,3.23516
0.126532,0.450755,3.2283
0.126532,0.452015,3.23206
0.126532,0.45168,3.23706
0.126532,0.45099,3.22556
0.126532,0.4521,3.22992
0.126532,0.45049,3.2324
0.126532,0.45171,3.22693
0.126532,0.452035,3.23191
0.126532,0.452335,3.23113
0.126532,0.44953,3.22542
0.126532,0.4524,3.23982
0.131593,0.45109,3.23414
0.131593,0.44926,3.23522
0.131593,0.4487,3.22897
0.131593,0.44872,3.23138
0.131593,0.449845,3.23055
0.131593,0.448925,3.22928
0.131593,0.447505,3.23337
0.131593,0.45011,3.23251
0.131593,0.44771,3.23059
0.131593,0.447025,3.23322
0.131593,0.446995,3.22976
0.131593,0.446735,3.2329
0.131593,0.447515,3.23184
0.131593,0.450385,3.2359
0.131593,0.44874,3.23275
0.136857,0.444985,3.23681
0.136857,0.4457,3.23448
0.136857,0.44277,3.2329
0.136857,0.445825,3.22983
0.136857,0.446725,3.23261
0.136857,0.44695,3.23413
