# Start of simulation: Thu Mar 24 16:51:54 2016
beta,acc,obs
0.1,0.465655,3.22307
0.1,0.46944,3.2297
0.1,0.46674,3.22258
0.1,0.46861,3.22286
0.1,0.468355,3.22466
0.1,0.46923,3.23015
0.1,0.466285,3.22124
0.1,0.467955,3.22624
0.1,0.466665,3.22886
0.1,0.467605,3.22371
0.1,0.46809,3.22727
0.1,0.467615,3.22775
0.1,0.467325,3.22207
0.1,0.4693,3.22509
0.1,0.466745,3.22438
0.104,0.466175,3.22908
0.104,0.465205,3.22351
0.104,0.464935,3.22477
0.104,0.464415,3.22118
0.104,0.464645,3.22534
0.104,0.464495,3.22421
0.104,0.46465,3.22641
0.104,0.46388,3.22354
0.104,0.46543,3.22472
0.104,0.46461,3.22392
0.104,0.46406,3.22452
0.104,0.46476,3.22902
0.104,0.46346,3.22878
0.104,0.464775,3.22922
0.104,0.465285,3.22756
0.10816,0.461345,3.22505
0.10816,0.463055,3.22569
0.10816,0.462985,3.22762
0.10816,0.46292,3.23275
0.10816,0.46264,3.22468
0.10816,0.460935,3.22855
0.10816,0.46161,3.22491
0.10816,0.45997,3.22103
0.10816,0.46358,3.23017
0.10816,0.462785,3.22719
0.10816,0.46325,3.22295
0.10816,0.463445,3.22257
0.10816,0.464845,3.23057
0.10816,0.46226,3.22457
0.10816,0.46403,3.22947
0.112486,0.461015,3.22937
0.112486,0.461285,3.23196
0.112486,0.46022,3.23125
0.112486,0.45869,3.22446
0.112486,0.45772,3.22861
0.112486,0.45981,3.22993
0.112486,0.459675,3.22532
0.112486,0.45914,3.22567
0.112486,0.46193,3.23291
0.112486,0.45876,3.22227
0.112486,0.46078,3.22175
0.112486,0.460365,3.22924
0.112486,0.458125,3.22778
0.112486,0.46037,3.22715
0.112486,0.460935,3.2285
0.116986,0.45543,3.22626
0.116986,0.45731,3.23256
0.116986,0.45644,3.22391
0.116986,0.45646,3.22744
0.116986,0.45778,3.22761
0.116986,0.45745,3.23331
0.116986,0.454395,3.22734
0.116986,0.45773,3.2297
0.116986,0.457505,3.22519
0.116986,0.45631,3.22909
0.116986,0.45743,3.2259
0.116986,0.45809,3.22968
0.116986,0.45657,3.22848
0.116986,0.45812,3.22957
0.116986,0.45762,3.22708
0.121665,0.457215,3.22946
