# Start of simulation: Thu Mar 24 12:55:34 2016
beta,acc,obs
0.1,0.468705,3.22878
0.1,0.47021,3.22463
0.1,0.46774,3.2245
0.1,0.468435,3.22739
0.1,0.466605,3.22446
0.1,0.466525,3.22225
0.1,0.466555,3.22598
0.1,0.467135,3.22514
0.1,0.46883,3.22732
0.1,0.4686,3.2241
0.1,0.4681,3.22798
0.1,0.466645,3.22653
0.1,0.466815,3.2245
0.1,0.4672,3.21813
0.1,0.467755,3.22223
0.104,0.463975,3.22745
0.104,0.466035,3.23138
0.104,0.464185,3.22396
0.104,0.46492,3.22417
0.104,0.466955,3.22922
0.104,0.46509,3.22354
0.104,0.465375,3.22673
0.104,0.46642,3.22852
0.104,0.4663,3.22873
0.104,0.46379,3.2253
0.104,0.46335,3.22228
0.104,0.46357,3.22151
0.104,0.467395,3.22495
0.104,0.46612,3.22964
0.104,0.46411,3.22442
0.10816,0.462595,3.22872
0.10816,0.463075,3.2232
0.10816,0.46275,3.22939
0.10816,0.463595,3.22998
0.10816,0.4614,3.22421
0.10816,0.46253,3.22438
0.10816,0.460985,3.22312
0.10816,0.46013,3.22667
0.10816,0.463255,3.22775
0.10816,0.46298,3.22375
0.10816,0.462475,3.22634
0.10816,0.462285,3.22696
0.10816,0.46445,3.22215
0.10816,0.46463,3.22616
0.10816,0.46276,3.22523
0.112486,0.459655,3.23029
0.112486,0.459835,3.22991
0.112486,0.460665,3.22734
0.112486,0.460465,3.22409
0.112486,0.45948,3.22565
0.112486,0.459615,3.22344
0.112486,0.45993,3.22642
0.112486,0.45933,3.23014
0.112486,0.45981,3.22738
0.112486,0.462055,3.23012
0.112486,0.459765,3.22938
0.112486,0.45846,3.22461
0.112486,0.45876,3.22307
0.112486,0.46025,3.22796
0.112486,0.45982,3.22779
0.116986,0.454075,3.22433
0.116986,0.455535,3.22341
0.116986,0.45627,3.22581
0.116986,0.45484,3.22574
0.116986,0.45748,3.22884
0.116986,0.45656,3.22786
0.116986,0.457245,3.22764
0.116986,0.456975,3.22799
0.116986,0.456715,3.22443
0.116986,0.456355,3.22621
0.116986,0.454415,3.22978
0.116986,0.45719,3.22628
0.116986,0.45579,3.2281
0.116986,0.454625,3.22614
0.116986,0.45647,3.23081
0.121665,0.453715,3.23076
0.121665,0.453395,3.23298
0.121665,0.455295,3.23238
0.121665,0.45254,3.22457
0.121665,0.454625,3.22621
0.121665,0.453365,3.22957
0.121665,0.45277,3.22495
0.121665,0.45206,3.23069
0.121665,0.45212,3.23042
0.121665,0.453925,3.23223
0.121665,0.45647,3.22984
0.121665,0.454025,3.23104
0.121665,0.45275,3.2296
0.121665,0.454215,3.22804
0.121665,0.4559,3.23286
0.126532,0.45127,3.23202
0.126532,0.45143,3.23246
0.126532,0.452685,3.23226
0.126532,0.45175,3.22857
0.126532,0.451145,3.233
0.126532,0.453625,3.23367
0.126532,0.4517,3.23129
0.126532,0.449345,3.22809
0.126532,0.450625,3.23531
0.126532,0.449855,3.22843
0.126532,0.45228,3.22924
0.126532,0.449175,3.23005
0.126532,0.452505,3.2335
0.126532,0.451145,3.22612
0.126532,0.44875,3.22818
0.131593,0.448605,3.23185
0.131593,0.44896,3.23014
0.131593,0.446925,3.22724
0.131593,0.448605,3.22805
0.131593,0.448585,3.22928
0.131593,0.44913,3.22993
0.131593,0.447445,3.22877
0.131593,0.44739,3.23238
0.131593,0.448205,3.2339
0.131593,0.450555,3.22996
0.131593,0.44874,3.22818
0.131593,0.447775,3.23493
0.131593,0.44911,3.23087
0.131593,0.44861,3.23127
0.131593,0.4477,3.22889
0.136857,0.44501,3.2293
0.136857,0.44603,3.23697
0.136857,0.444545,3.23066
0.136857,0.44782,3.23461
0.136857,0.445315,3.23002
0.136857,0.444755,3.23386
0.136857,0.44652,3.2313
0.136857,0.44413,3.22688
0.136857,0.44424,3.23301
0.136857,0.445195,3.22864
0.136857,0.44617,3.22926
0.136857,0.44697,3.23423
0.136857,0.444785,3.22754
0.136857,0.445215,3.2304
0.136857,0.445105,3.23155
0.142331,0.44275,3.23223
0.142331,0.442055,3.23294
0.142331,0.444015,3.23442
0.142331,0.44202,3.2326
0.142331,0.44038,3.23151
0.142331,0.443355,3.23201
0.142331,0.442305,3.23035
0.142331,0.44289,3.23701
0.142331,0.441665,3.23111
0.142331,0.4432,3.23243
0.142331,0.44396,3.23613
0.142331,0.443735,3.22938
0.142331,0.443585,3.23332
0.142331,0.4418,3.22724
0.142331,0.44428,3.23893
0.148024,0.43989,3.22819
0.148024,0.44113,3.23716
0.148024,0.440385,3.23404
0.148024,0.441155,3.23494
0.148024,0.44166,3.23772
0.148024,0.44236,3.2373
0.148024,0.43987,3.23252
0.148024,0.440005,3.2317
0.148024,0.43938,3.22859
0.148024,0.43963,3.23364
0.148024,0.44095,3.2309
0.148024,0.439075,3.23275
0.148024,0.439345,3.23499
0.148024,0.439685,3.22787
0.148024,0.439005,3.23158
0.153945,0.43693,3.23379
0.153945,0.43809,3.23926
0.153945,0.43387,3.23303
0.153945,0.43643,3.23653
0.153945,0.435105,3.22997
0.153945,0.436065,3.23538
0.153945,0.43594,3.22617
0.153945,0.436865,3.23315
0.153945,0.43618,3.22945
0.153945,0.436085,3.23018
0.153945,0.43815,3.23385
0.153945,0.434025,3.2296
0.153945,0.438015,3.23373
0.153945,0.438585,3.23677
0.153945,0.436425,3.23164
0.160103,0.43621,3.2386
0.160103,0.43382,3.23283
0.160103,0.43539,3.23443
0.160103,0.43465,3.23644
0.160103,0.433095,3.22976
0.160103,0.43359,3.23635
0.160103,0.43522,3.23921
0.160103,0.43381,3.23507
0.160103,0.4349,3.23653
0.160103,0.43517,3.23302
0.160103,0.434155,3.23668
0.160103,0.4335,3.23372
0.160103,0.43374,3.23379
0.160103,0.43263,3.23511
0.160103,0.43406,3.2338
