beta,acc,obs
1,0.44746,7.57807
1,0.446933,7.5818
1,0.448367,7.58602
1,0.448447,7.57961
1,0.447012,7.57482
1,0.447663,7.59527
1,0.448315,7.5877
1,0.446705,7.58164
1,0.448,7.5809
1,0.447858,7.58428
1,0.44671,7.5752
1,0.44766,7.58596
1,0.447628,7.58158
1,0.448773,7.58867
1,0.448068,7.56983
1,0.448765,7.57978
1,0.446912,7.58046
1,0.449118,7.58761
1,0.447325,7.58578
1,0.448723,7.58164
1,0.44702,7.59534
1,0.447037,7.57053
1,0.449115,7.58737
1,0.44943,7.58925
1,0.447468,7.57796
1,0.447157,7.572
1,0.446935,7.58785
1,0.448225,7.59116
1,0.44729,7.59008
1,0.448485,7.58126
1,0.44622,7.58067
1,0.448447,7.58272
1,0.448147,7.57822
1,0.447043,7.58621
1,0.44717,7.56524
1,0.447305,7.58429
1,0.446987,7.57349
1,0.447688,7.58167
1,0.448093,7.58553
1,0.449175,7.58071
1,0.448603,7.5884
1,0.4467,7.56833
1,0.449675,7.57886
1,0.44845,7.58475
1,0.447972,7.58265
1,0.44804,7.59432
1,0.448367,7.58784
1,0.447588,7.58195
1,0.447657,7.56649
1,0.448578,7.58479
1,0.448962,7.57862
1,0.446783,7.58915
1,0.449005,7.57579
1,0.447813,7.58131
1,0.448885,7.59207
1,0.44718,7.57228
1,0.448185,7.58091
1,0.448715,7.57922
1,0.449522,7.5901
1,0.4465,7.57339
1,0.448393,7.58476
1,0.447217,7.57523
1,0.448267,7.56312
1,0.446383,7.57886
1,0.447875,7.5912
1,0.447342,7.58453
1,0.44697,7.58234
1,0.447093,7.58704
1,0.449122,7.57339
1,0.448025,7.59097
1,0.446898,7.57498
1,0.448373,7.58619
1,0.44825,7.58769
1,0.445935,7.57866
1,0.446418,7.59025
1,0.446748,7.58541
1,0.447777,7.5758
1,0.449065,7.5909
1,0.448477,7.57181
1,0.446682,7.56781
1,0.446995,7.56618
1,0.448672,7.58963
1,0.447095,7.57393
1,0.446375,7.5817
1,0.446773,7.56558
1,0.44847,7.58501
1,0.44698,7.57053
1,0.448665,7.59872
1,0.449685,7.58927
1,0.447288,7.58576
1,0.447597,7.60021
1,0.44624,7.57101
1,0.448418,7.58316
1,0.44718,7.58216
1,0.44736,7.57694
1,0.446615,7.57277
1,0.449755,7.57836
1,0.447308,7.58109
1,0.44917,7.5776
1.06,0.439082,7.57003
1.06,0.440255,7.58783
1.06,0.441603,7.5888
1.06,0.439592,7.58466
1.06,0.441242,7.58638
1.06,0.441427,7.5901
1.06,0.439458,7.58139
1.06,0.439623,7.57691
1.06,0.44158,7.57455
1.06,0.440085,7.58964
1.06,0.440933,7.58523
1.06,0.438843,7.57873
1.06,0.440217,7.5822
1.06,0.440142,7.58566
1.06,0.438685,7.58505
1.06,0.440437,7.57877
1.06,0.439567,7.59487
1.06,0.439365,7.57377
1.06,0.439673,7.58598
1.06,0.440455,7.58098
1.06,0.44167,7.59336
1.06,0.439505,7.58224
1.06,0.441525,7.5665
1.06,0.438445,7.57018
1.06,0.438843,7.58249
1.06,0.440805,7.57278
1.06,0.440745,7.57013
1.06,0.439827,7.58335
1.06,0.440202,7.58366
1.06,0.440585,7.58366
1.06,0.43982,7.5742
1.06,0.439985,7.57989
1.06,0.439375,7.56992
1.06,0.439997,7.58988
1.06,0.440315,7.57384
1.06,0.440485,7.58645
1.06,0.44167,7.58615
1.06,0.438982,7.58319
1.06,0.44087,7.59249
1.06,0.439043,7.58189
1.06,0.441592,7.58882
1.06,0.440275,7.58334
1.06,0.440812,7.59472
1.06,0.441205,7.59027
1.06,0.44055,7.58086
1.06,0.440405,7.58702
1.06,0.442412,7.60177
1.06,0.438808,7.56814
1.06,0.440358,7.59258
1.06,0.44167,7.59949
1.06,0.44077,7.5777
1.06,0.441615,7.57826
1.06,0.441713,7.59513
1.06,0.440343,7.59121
1.06,0.441252,7.58582
1.06,0.44012,7.58403
1.06,0.440445,7.59236
1.06,0.439343,7.5827
1.06,0.439053,7.58199
1.06,0.440233,7.59002
1.06,0.439165,7.58802
1.06,0.438787,7.57326
1.06,0.44147,7.57921
1.06,0.439223,7.58273
1.06,0.440025,7.57208
1.06,0.439202,7.5847
1.06,0.440343,7.58525
1.06,0.440478,7.5593
1.06,0.441373,7.57696
1.06,0.43997,7.59384
1.06,0.440565,7.59507
1.06,0.439685,7.56777
1.06,0.439277,7.59058
1.06,0.439947,7.58669
1.06,0.44215,7.58818
1.06,0.44055,7.58614
1.06,0.440855,7.58056
1.06,0.439617,7.57334
1.06,0.440568,7.58592
1.06,0.43895,7.5787
1.06,0.440015,7.57312
1.06,0.440255,7.58673
1.06,0.440667,7.58175
1.06,0.440453,7.58121
1.06,0.44028,7.59329
1.06,0.440698,7.57447
1.06,0.438043,7.57836
1.06,0.439745,7.58762
1.06,0.440142,7.58855
1.06,0.44041,7.58703
1.06,0.44152,7.58071
1.06,0.44083,7.5817
1.06,0.440725,7.58836
1.06,0.439702,7.57606
1.06,0.441425,7.59452
1.06,0.44162,7.59511
1.06,0.440225,7.58582
1.06,0.44024,7.58049
1.06,0.441478,7.59971
1.1236,0.433485,7.58873
1.1236,0.43316,7.5901
1.1236,0.433403,7.59832
1.1236,0.433997,7.58126
1.1236,0.432827,7.56836
1.1236,0.434198,7.59206
1.1236,0.432437,7.58293
1.1236,0.432752,7.57977
1.1236,0.433378,7.59515
1.1236,0.431997,7.58572
1.1236,0.43394,7.58159
1.1236,0.432615,7.5804
1.1236,0.432422,7.59188
1.1236,0.433345,7.59343
1.1236,0.433565,7.5855
1.1236,0.43278,7.58662
1.1236,0.431688,7.57334
1.1236,0.434632,7.58117
1.1236,0.4324,7.57519
1.1236,0.433007,7.59323
1.1236,0.433015,7.58195
1.1236,0.432802,7.58958
1.1236,0.433258,7.58512
1.1236,0.432358,7.57257
1.1236,0.433428,7.58148
1.1236,0.432762,7.58776
1.1236,0.433305,7.59461
1.1236,0.434368,7.58684
1.1236,0.432053,7.57952
1.1236,0.4321,7.57895
1.1236,0.431762,7.58121
1.1236,0.43423,7.58773
1.1236,0.433408,7.59142
1.1236,0.43225,7.59336
1.1236,0.43328,7.589
1.1236,0.432802,7.58105
1.1236,0.432798,7.59302
1.1236,0.433762,7.5694
1.1236,0.43323,7.57777
1.1236,0.435245,7.5953
1.1236,0.431815,7.58179
1.1236,0.433098,7.57926
1.1236,0.433717,7.58906
1.1236,0.431318,7.57282
1.1236,0.434117,7.59393
1.1236,0.432242,7.58707
1.1236,0.43273,7.59631
1.1236,0.432768,7.58788
1.1236,0.43255,7.58311
1.1236,0.433368,7.59821
1.1236,0.433075,7.57238
1.1236,0.432293,7.58023
1.1236,0.433042,7.56964
1.1236,0.434167,7.59035
1.1236,0.43222,7.5805
1.1236,0.433538,7.58992
1.1236,0.43234,7.58336
1.1236,0.433145,7.58967
1.1236,0.433812,7.58995
1.1236,0.431567,7.58239
1.1236,0.434985,7.59604
1.1236,0.432412,7.59175
1.1236,0.433855,7.57605
1.1236,0.43328,7.58816
1.1236,0.43152,7.57761
1.1236,0.432725,7.58723
1.1236,0.432997,7.57965
1.1236,0.433155,7.58055
1.1236,0.432865,7.59268
1.1236,0.432015,7.57784
1.1236,0.432575,7.58632
1.1236,0.433607,7.58362
1.1236,0.434405,7.58562
1.1236,0.43287,7.59065
1.1236,0.43361,7.59573
1.1236,0.43205,7.58432
1.1236,0.43328,7.59251
1.1236,0.432105,7.57957
1.1236,0.43254,7.57257
